institusjonskode,institusjonsnavn,aar,studieprogramkode,studieprogramnavn,studiumkode,studiumnavn,nivaakode,nivaanavn,nus_kode,studiepoeng,kandidater_totalt,kandidater_kvinner,kandidater_menn,kjonn_skjermet
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,89,Master i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,11,5,6,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,92,Master in Sustainable Energy Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,6,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,98,Sammensatt bachelorgrad,ANNET,Annet,B3,"Bachelor, 3-årig",699904,180.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,BRETTSV,Bachelor i rettsvitenskap,JUS,Juridiske fag,B3,"Bachelor, 3-årig",637106,180.00,23,18,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,MAVANKL,Master i avansert klinisk allmennsykepleie - deltid,HELSEFAG,Helsefag,M2,"Master, 2-årig",761121,120.00,7,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,MERFHELOG,Erfaringsbasert master i helselogistikk - nettbasert,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,6,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,MHELSESKP,Master i helsesykepleie,HELSEFAG,Helsefag,M2,"Master, 2-årig",761115,120.00,15,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,MSUSTR,Master in Sustainable Transport and Urban Mobility,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,5,,,1
0236,Høgskulen i Volda,2019,ANIBV,Bachelorgradsstudium i animasjon,DESIGN,Designutdanning,B3,"Bachelor, 3-årig",616306,180.00,11,6,5,0
0236,Høgskulen i Volda,2019,BLUBV,Barnehagelærarutdanning,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,43,33,10,0
0236,Høgskulen i Volda,2019,BLUBVD,Barnehagelærarutdanning deltid,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,33,,,1
0236,Høgskulen i Volda,2019,BVPBV,Bachelorgradsstudium i sosialt arbeid - barnevernspedagog,BAR,Barnevernpedagogutdanning,B3,"Bachelor, 3-årig",662117,180.00,52,42,10,0
0236,Høgskulen i Volda,2019,DJM,Mastergradsstudium i dokumentar og journalistikk,JOU,Journalist-/fotoutdanning,M2,"Master, 2-årig",735203,120.00,0,0,0,0
0236,Høgskulen i Volda,2019,DJMD,Mastergradsstudium i dokumentar og journalistikk (deltid),JOU,Journalist-/fotoutdanning,M2,"Master, 2-årig",735203,120.00,4,,,1
0236,Høgskulen i Volda,2019,DRABV,Bachelorgradstudium i drama/teater,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615208,180.00,0,0,0,0
0236,Høgskulen i Volda,2019,FRIBV,Bachelorstudium i friluftsliv,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668907,180.00,8,3,5,0
0236,Høgskulen i Volda,2019,GL1-7,Grunnskolelærerutdanning for 1.-7. årstrinn,GLU1-7,Grunnskolelærerutdanning 1-7 trinn,YU,"Yrkesutdanning, 4-årig",622112,240.00,23,18,5,0
0236,Høgskulen i Volda,2019,GL1-7D,"Grunnskolelærerutdanning for 1.-7. årstrinn, deltid 2014-2019",GLU1-7,Grunnskolelærerutdanning 1-7 trinn,YU,"Yrkesutdanning, 4-årig",622112,240.00,0,0,0,0
0236,Høgskulen i Volda,2019,GL5-10,Grunnskolelærerutdanning for 5.-10. årstrinn,GLU5-10,Grunnskolelærerutdanning 5-10 trinn,YU,"Yrkesutdanning, 4-årig",622113,240.00,40,24,16,0
0236,Høgskulen i Volda,2019,HISBV,Bachelorgradsstudium i historie,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",613102,180.00,9,,,1
0236,Høgskulen i Volda,2019,IDRBV,Bachelorstudium i idrett,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668105,180.00,6,,,1
0236,Høgskulen i Volda,2019,INFBV,"Bachelorgradsstudium PR, kommunikasjon og media",SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635110,180.00,22,12,10,0
0236,Høgskulen i Volda,2019,JOUBV,Bachelorgradsstudium i journalistikk,JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,3,,,1
0236,Høgskulen i Volda,2019,JOUBVAN,"Journalistikk, spesialisering avis/nett",JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,13,9,4,0
0236,Høgskulen i Volda,2019,JOUBVTR,"Journalistikk, spesialisering tv/radio",JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,20,10,10,0
0236,Høgskulen i Volda,2019,KOHBV,"Bachelor i design, kunst og handverk",HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",616902,180.00,9,,,1
0236,Høgskulen i Volda,2019,KULMMG,Master i kulturmøte,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713415,120.00,5,,,1
0236,Høgskulen i Volda,2019,KULMMGD,"Mastergradsstudium i kulturmøte, deltid",HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713415,120.00,4,,,1
0236,Høgskulen i Volda,2019,MEIMA,Mastergradsstudium i helse- og sosialfag - meistring og myndiggjering,HELSEFAG,Helsefag,M2,"Master, 2-årig",769923,120.00,5,,,1
0236,Høgskulen i Volda,2019,MEIMA-DEL,Mastergradsstudium i helse- og sosialfag - meistring og myndiggjering - deltid,HELSEFAG,Helsefag,M2,"Master, 2-årig",769923,120.00,3,,,1
0236,Høgskulen i Volda,2019,MIDBV,"Bachelor i Media, IKT og design",DESIGN,Designutdanning,B3,"Bachelor, 3-årig",635111,180.00,30,14,16,0
0236,Høgskulen i Volda,2019,MMP,Master in Media Practices,JOU,Journalist-/fotoutdanning,M2,"Master, 2-årig",735120,120.00,16,10,6,0
0236,Høgskulen i Volda,2019,MUSBV,Bachelorgradsstudium i musikk,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615115,180.00,12,4,8,0
0236,Høgskulen i Volda,2019,NYNMG,Mastergradsstudium i nynorsk skriftkultur,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711902,120.00,0,0,0,0
0236,Høgskulen i Volda,2019,OFFBV,Bachelorgradsstudium i planlegging og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641143,180.00,30,19,11,0
0236,Høgskulen i Volda,2019,PPUD-R15,"Praktisk-pedagogisk utdanning, deltid",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,33,21,12,0
0236,Høgskulen i Volda,2019,PPUD-YRK,"Praktisk-pedagogisk utdanning for yrkesfag for årstrinn 8-13, deltid",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623802,60.00,18,9,9,0
0236,Høgskulen i Volda,2019,PPU-HEL,"Praktisk-pedagogisk utdanning, heltid (allmennfag/yrkesfag)",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,0,0,0,0
0236,Høgskulen i Volda,2019,PPU-R15,"Praktisk-pedagogisk utdanning, heltid",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,38,24,14,0
0236,Høgskulen i Volda,2019,RELIVBV,Bachelor i religion og livssyn,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",614208,180.00,3,,,1
0236,Høgskulen i Volda,2019,RELSPBV,Bachelorgradsstudium i religion og språk,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",614208,180.00,0,0,0,0
0236,Høgskulen i Volda,2019,SAMFPLMG,Mastergradsstudium i samfunnsplanlegging og ledelse,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731109,120.00,6,3,3,0
0236,Høgskulen i Volda,2019,SAMFPLMGD,Mastergradsstudium i samfunnsplanlegging og ledelse - deltid,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731109,120.00,6,,,1
0236,Høgskulen i Volda,2019,SOSBV,Bachelorgradsstudium i sosialt arbeid - sosionom,SOS,Sosionomutdanning/sosialt arbeid,B3,"Bachelor, 3-årig",662116,180.00,60,50,10,0
0236,Høgskulen i Volda,2019,SPLBV,Bachelor i språk og litteratur,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",611906,180.00,4,,,1
0236,Høgskulen i Volda,2019,TODBV,Bachelor i Teater og drama,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615208,180.00,11,8,3,0
0236,Høgskulen i Volda,2019,ULMG,Mastergradsstudium i undervisning og læring,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724119,120.00,13,,,1
0236,Høgskulen i Volda,2019,ULMGD,"Mastergradsstudium i undervisning og læring, deltid",UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724119,120.00,13,,,1
0236,Høgskulen i Volda,2020,ANIBV,Bachelorgradsstudium i animasjon,DESIGN,Designutdanning,B3,"Bachelor, 3-årig",616306,180.00,9,3,6,0
0236,Høgskulen i Volda,2020,BLUBV,Barnehagelærarutdanning,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,49,41,8,0
0236,Høgskulen i Volda,2020,BLUBVA16,Arbeidsplassbasert barnehagelærerutdanning,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,19,,,1
0236,Høgskulen i Volda,2020,BVPBV,Bachelorgradsstudium i sosialt arbeid - barnevernspedagog,BAR,Barnevernpedagogutdanning,B3,"Bachelor, 3-årig",662117,180.00,53,42,11,0
0236,Høgskulen i Volda,2020,DJMD,Mastergradsstudium i dokumentar og journalistikk (deltid),JOU,Journalist-/fotoutdanning,M2,"Master, 2-årig",735203,120.00,3,,,1
0236,Høgskulen i Volda,2020,FRIBV,Bachelorstudium i friluftsliv,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668907,180.00,20,12,8,0
0236,Høgskulen i Volda,2020,FRINGBV,Bachelorstudium i friluftsliv og naturguide,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668907,180.00,0,0,0,0
0236,Høgskulen i Volda,2020,GL1-7,Grunnskolelærerutdanning for 1.-7. årstrinn,GLU1-7,Grunnskolelærerutdanning 1-7 trinn,YU,"Yrkesutdanning, 4-årig",622112,240.00,15,,,1
0236,Høgskulen i Volda,2020,GL5-10,Grunnskolelærerutdanning for 5.-10. årstrinn,GLU5-10,Grunnskolelærerutdanning 5-10 trinn,YU,"Yrkesutdanning, 4-årig",622113,240.00,27,20,7,0
0236,Høgskulen i Volda,2020,HISBV,Bachelorgradsstudium i historie,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",613102,180.00,7,,,1
0236,Høgskulen i Volda,2020,IDRBV,Bachelorstudium i idrett,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668105,180.00,20,6,14,0
0236,Høgskulen i Volda,2020,INFBV,"Bachelorgradsstudium PR, kommunikasjon og media",SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635110,180.00,17,11,6,0
0236,Høgskulen i Volda,2020,JOUBV,Bachelorgradsstudium i journalistikk,JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,0,0,0,0
0236,Høgskulen i Volda,2020,JOUBVAN,"Journalistikk, spesialisering avis/nett",JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,23,9,14,0
0236,Høgskulen i Volda,2020,JOUBVTR,"Journalistikk, spesialisering tv/radio",JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,30,16,14,0
0236,Høgskulen i Volda,2020,KOHBV,"Bachelor i design, kunst og handverk",HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",616902,180.00,13,,,1
0236,Høgskulen i Volda,2020,KULMMG,Master i kulturmøte,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713415,120.00,3,,,1
0236,Høgskulen i Volda,2020,KULMMGD,"Mastergradsstudium i kulturmøte, deltid",HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713415,120.00,6,,,1
0236,Høgskulen i Volda,2020,MEIMA,Mastergradsstudium i helse- og sosialfag - meistring og myndiggjering,HELSEFAG,Helsefag,M2,"Master, 2-årig",769923,120.00,7,,,1
0236,Høgskulen i Volda,2020,MEIMA-DEL,Mastergradsstudium i helse- og sosialfag - meistring og myndiggjering - deltid,HELSEFAG,Helsefag,M2,"Master, 2-årig",769923,120.00,0,0,0,0
0236,Høgskulen i Volda,2020,MIDBV,"Bachelor i Media, IKT og design",DESIGN,Designutdanning,B3,"Bachelor, 3-årig",635111,180.00,0,0,0,0
0236,Høgskulen i Volda,2020,MIDBVDES,Bachelor i mediedesign,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",635111,180.00,16,6,10,0
0236,Høgskulen i Volda,2020,MIDBVPRO,Bachelor i medieproduksjon,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",635111,180.00,16,6,10,0
0236,Høgskulen i Volda,2020,MMP,Master in Media Practices,JOU,Journalist-/fotoutdanning,M2,"Master, 2-årig",735120,120.00,13,7,6,0
0236,Høgskulen i Volda,2020,MUSBV,Bachelorgradsstudium i musikk,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615115,180.00,11,5,6,0
0236,Høgskulen i Volda,2020,NYNMG,Mastergradsstudium i nynorsk skriftkultur,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711902,120.00,0,0,0,0
0236,Høgskulen i Volda,2020,NYNMGD,Mastergradsstudium i nynorsk skriftkultur - deltid,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711902,120.00,0,0,0,0
0236,Høgskulen i Volda,2020,OFFBV,Bachelorgradsstudium i planlegging og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641143,180.00,34,23,11,0
0236,Høgskulen i Volda,2020,PPUA,Praktisk-pedagogisk utdanning for allmenne fag,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,26,15,11,0
0236,Høgskulen i Volda,2020,PPUD-R15,"Praktisk-pedagogisk utdanning, deltid",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,25,20,5,0
0236,Høgskulen i Volda,2020,PPUD-YRK,"Praktisk-pedagogisk utdanning for yrkesfag for årstrinn 8-13, deltid",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623802,60.00,18,11,7,0
0236,Høgskulen i Volda,2020,PPU-R15,"Praktisk-pedagogisk utdanning, heltid",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,0,0,0,0
0236,Høgskulen i Volda,2020,SAMFPLMG,Mastergradsstudium i samfunnsplanlegging og ledelse,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731109,120.00,5,,,1
0236,Høgskulen i Volda,2020,SAMFPLMGD,Mastergradsstudium i samfunnsplanlegging og ledelse - deltid,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731109,120.00,9,,,1
0236,Høgskulen i Volda,2020,SOSBV,Bachelorgradsstudium i sosialt arbeid - sosionom,SOS,Sosionomutdanning/sosialt arbeid,B3,"Bachelor, 3-årig",662116,180.00,52,42,10,0
0236,Høgskulen i Volda,2020,SPLBV,Bachelor i språk og litteratur,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",611906,180.00,4,,,1
0236,Høgskulen i Volda,2020,TODBV,Bachelor i Teater og drama,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615208,180.00,11,7,4,0
0236,Høgskulen i Volda,2020,ULMG,Mastergradsstudium i undervisning og læring,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724119,120.00,15,,,1
0236,Høgskulen i Volda,2020,ULMGD,"Mastergradsstudium i undervisning og læring, deltid",UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724119,120.00,16,,,1
0236,Høgskulen i Volda,2021,ANIBV,Bachelorgradsstudium i animasjon,DESIGN,Designutdanning,B3,"Bachelor, 3-årig",616306,180.00,10,3,7,0
0236,Høgskulen i Volda,2021,BLUBV,Barnehagelærarutdanning,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,58,51,7,0
0236,Høgskulen i Volda,2021,BLUBVA,Arbeidsplassbasert barnehagelærerutdanning,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,0,0,0,0
0236,Høgskulen i Volda,2021,BLUBVD,Barnehagelærarutdanning deltid,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,30,,,1
0236,Høgskulen i Volda,2021,BVPBV,Bachelorgradsstudium i sosialt arbeid - barnevernspedagog,BAR,Barnevernpedagogutdanning,B3,"Bachelor, 3-årig",662117,180.00,48,33,15,0
0236,Høgskulen i Volda,2021,FRIBV,Bachelorstudium i friluftsliv,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668907,180.00,0,0,0,0
0236,Høgskulen i Volda,2021,FRINGBV,Bachelorstudium i friluftsliv og naturguide,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668907,180.00,17,8,9,0
0236,Høgskulen i Volda,2021,GL1-7,Grunnskolelærerutdanning for 1.-7. årstrinn,GLU1-7,Grunnskolelærerutdanning 1-7 trinn,YU,"Yrkesutdanning, 4-årig",622112,240.00,0,0,0,0
0236,Høgskulen i Volda,2021,GL1-7D,"Grunnskolelærerutdanning for 1.-7. årstrinn, deltid 2014-2019",GLU1-7,Grunnskolelærerutdanning 1-7 trinn,YU,"Yrkesutdanning, 4-årig",622112,240.00,0,0,0,0
0236,Høgskulen i Volda,2021,GL5-10,Grunnskolelærerutdanning for 5.-10. årstrinn,GLU5-10,Grunnskolelærerutdanning 5-10 trinn,YU,"Yrkesutdanning, 4-årig",622113,240.00,3,,,1
0236,Høgskulen i Volda,2021,HISBV,Bachelorgradsstudium i historie,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",613102,180.00,4,,,1
0236,Høgskulen i Volda,2021,HISBVN,"Bachelorgradsstudium i historie, nettstudium",HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",613102,180.00,7,,,1
0236,Høgskulen i Volda,2021,IDRBV,Bachelorstudium i idrett,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668105,180.00,0,0,0,0
0236,Høgskulen i Volda,2021,IDRKRBV,Bachelorstudium i idrett og kroppsøving,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668105,180.00,15,3,12,0
0236,Høgskulen i Volda,2021,INFBV,"Bachelorgradsstudium PR, kommunikasjon og media",SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",635110,180.00,20,13,7,0
0236,Høgskulen i Volda,2021,JOUBVAN,"Journalistikk, spesialisering avis/nett",JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,20,7,13,0
0236,Høgskulen i Volda,2021,JOUBVTR,"Journalistikk, spesialisering tv/radio",JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,23,10,13,0
0236,Høgskulen i Volda,2021,KOHBV,"Bachelor i design, kunst og handverk",HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",616902,180.00,12,,,1
0236,Høgskulen i Volda,2021,KULMMG,Master i kulturmøte,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713415,120.00,8,5,3,0
0236,Høgskulen i Volda,2021,KULMMGD,"Mastergradsstudium i kulturmøte, deltid",HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",713415,120.00,0,0,0,0
0236,Høgskulen i Volda,2021,MEIMA,Mastergradsstudium i helse- og sosialfag - meistring og myndiggjering,HELSEFAG,Helsefag,M2,"Master, 2-årig",769923,120.00,3,,,1
0236,Høgskulen i Volda,2021,MEIMA-DEL,Mastergradsstudium i helse- og sosialfag - meistring og myndiggjering - deltid,HELSEFAG,Helsefag,M2,"Master, 2-årig",769923,120.00,0,0,0,0
0236,Høgskulen i Volda,2021,MIDBV,"Bachelor i Media, IKT og design",DESIGN,Designutdanning,B3,"Bachelor, 3-årig",635111,180.00,0,0,0,0
0236,Høgskulen i Volda,2021,MIDBVDES,Bachelor i mediedesign,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",635111,180.00,23,8,15,0
0236,Høgskulen i Volda,2021,MIDBVPRO,Bachelor i medieproduksjon,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",635111,180.00,23,4,19,0
0236,Høgskulen i Volda,2021,MMP,Master in Media Practices,JOU,Journalist-/fotoutdanning,M2,"Master, 2-årig",735120,120.00,19,10,9,0
0236,Høgskulen i Volda,2021,MUSBV,Bachelorgradsstudium i musikk,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615115,180.00,13,4,9,0
0236,Høgskulen i Volda,2021,NYNMG,Mastergradsstudium i nynorsk skriftkultur,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711902,120.00,0,0,0,0
0236,Høgskulen i Volda,2021,NYNMGD,Mastergradsstudium i nynorsk skriftkultur - deltid,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",711902,120.00,5,,,1
0236,Høgskulen i Volda,2021,OFFBV,Bachelorgradsstudium i planlegging og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641143,180.00,19,12,7,0
0236,Høgskulen i Volda,2021,PPUA,Praktisk-pedagogisk utdanning for allmenne fag,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,26,17,9,0
0236,Høgskulen i Volda,2021,PPUA-D,Praktisk-pedagogisk utdanning for allmenne fag - deltid,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,24,16,8,0
0236,Høgskulen i Volda,2021,PPUD-R15,"Praktisk-pedagogisk utdanning, deltid",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,0,0,0,0
0236,Høgskulen i Volda,2021,PPUD-YRK,"Praktisk-pedagogisk utdanning for yrkesfag for årstrinn 8-13, deltid",PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623802,60.00,28,19,9,0
0236,Høgskulen i Volda,2021,RELIVBV,Bachelor i religion og livssyn,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",614208,180.00,0,0,0,0
0236,Høgskulen i Volda,2021,SAMFPLMG,Mastergradsstudium i samfunnsplanlegging og ledelse,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731109,120.00,3,,,1
0236,Høgskulen i Volda,2021,SAMFPLMGD,Mastergradsstudium i samfunnsplanlegging og ledelse - deltid,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731109,120.00,9,,,1
0236,Høgskulen i Volda,2021,SOSBV,Bachelorgradsstudium i sosialt arbeid - sosionom,SOS,Sosionomutdanning/sosialt arbeid,B3,"Bachelor, 3-årig",662116,180.00,53,47,6,0
