nus_code,nus_name,nus_kortnavn,level_digit,level_name,field_digit,field_name,nus4,isced,complete_pull,n_total,n_employed,n_employed_scored,share_employed,share_selvstendig,share_i_utdanning,share_ledig,share_ufor_aap,share_utenfor,exposure_w,coverage_scored,share_E3,share_E2,share_E1,share_E0,share_top5_v1,exposure2_w,coverage2_scored,share2_E3,share2_E2,share2_E1,share2_E0,share_top5_v2,share_q1_v1,share_q2_v1,share_q3_v1,share_q4_v1,share_q5_v1,share_q1_v2,share_q2_v2,share_q3_v2,share_q4_v2,share_q5_v2,n_occupations,eloundou_beta_w,mouchel_grounded_w,handa_augmentation_w,handa_automation_w,anthropic2026_job_exposure_w,n_total_recent,n_employed_recent,share_employed_recent,exposure_w_recent,share_E3_recent,exposure2_w_recent,share2_E3_recent,share_top5_v1_recent,share_top5_v2_recent,share_i_utdanning_recent,share_ledig_recent
524903,"Fagskoleutdanning, Kulturelt og språklig mangfold i barnehage og SFO, ettårig",Flerspråklighet i barnehage,5,Påbygging/fagskole,2,Lærerutdanninger og pedagogikk,5249,0111,True,158,146,146,0.924051,0.000000,0.000000,0.000000,0.056962,0.018987,0.146561,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.240267,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.054795,0.945205,0.000000,0.000000,0.000000,0.000000,0.095890,0.904110,0.000000,0.000000,3,0.241088,0.213167,0.560874,0.411729,0.024727,100,92,0.920000,0.146796,0.000000,0.239982,0.000000,0.000000,0.000000,0.000000,0.000000
529901,"Fagskoleutdanning, veiledning av lærlinger – for instruktører og faglige ledere – med ansvar for opplæring i bedrift, halvårig",Veiledning av lærlinger,5,Påbygging/fagskole,2,Lærerutdanninger og pedagogikk,5299,0188,True,413,388,388,0.939467,0.007264,0.009685,0.007264,0.029056,0.007264,0.251699,1.000000,0.010309,0.154639,0.154639,0.680412,0.144330,0.259090,1.000000,0.105670,0.059278,0.023196,0.811856,0.154639,0.335052,0.304124,0.180412,0.036082,0.144330,0.061856,0.420103,0.337629,0.025773,0.154639,28,0.270147,0.229866,0.529334,0.200168,0.057176,125,117,0.936000,0.209830,0.000000,0.259732,0.145299,0.170940,0.170940,0.000000,0.000000
529903,"Fagskoleutdanning, praktisk pedagogikk og digital kompetanseutvikling, ett år på deltid",Praktisk pedagogikk og digital kompetanse,5,Påbygging/fagskole,2,Lærerutdanninger og pedagogikk,5299,0188,True,6,6,6,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.445401,1.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.239893,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2,0.434265,0.212835,0.624285,0.375715,0.178200,0,0,,,,,,,,,
529999,"Lærerutdanning og utdanning i pedagogikk, annen, uspesifisert, påbygging til videregående utdanning",Lærerutdanning,5,Påbygging/fagskole,2,Lærerutdanninger og pedagogikk,5299,0111,True,92,50,50,0.543478,0.000000,0.000000,0.130435,0.119565,0.206522,0.166720,1.000000,0.000000,0.000000,0.100000,0.900000,0.000000,0.189735,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.240000,0.500000,0.260000,0.000000,0.000000,0.120000,0.340000,0.540000,0.000000,0.000000,6,0.204123,0.168335,0.539059,0.360941,0.029906,0,0,,,,,,,,,
535101,"Fagskoleutdanning, media og kommunikasjon, UTGÅTT KODE, SE NY",Media og kommunikasjon,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5351,0321,True,7,3,3,0.428571,0.000000,0.000000,0.000000,0.571429,0.000000,0.406720,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.258181,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1,0.324974,0.229060,0.764048,0.235952,0.000000,0,0,,,,,,,,,
535202,Mediekurs for arbeid i kristne media,Mediekurs for kristne media,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5352,0321,True,122,80,80,0.655738,0.172131,0.000000,0.000000,0.131148,0.040984,0.540367,1.000000,0.000000,0.712500,0.162500,0.125000,0.712500,0.625629,1.000000,0.600000,0.187500,0.000000,0.212500,0.712500,0.050000,0.037500,0.087500,0.112500,0.712500,0.050000,0.037500,0.125000,0.075000,0.712500,12,0.529472,0.555063,0.584088,0.389596,0.212050,0,0,,,,,,,,,
535204,"Fagskoleutdanning, journalistikk, UTGÅTT KODE, SE NY",Journalistikk,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5352,0321,True,33,16,16,0.484848,0.181818,0.000000,0.000000,0.242424,0.090909,0.630562,1.000000,0.000000,0.812500,0.187500,0.000000,0.812500,0.764467,1.000000,0.812500,0.187500,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.187500,0.812500,0.000000,0.000000,0.000000,0.000000,1.000000,2,0.615992,0.678241,0.619061,0.380939,0.219181,0,0,,,,,,,,,
535205,"Fagskoleutdanning, journalistikk, toårig",Journalistikk,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5352,0321,True,9,6,6,0.666667,0.333333,0.000000,0.000000,0.000000,0.000000,0.663650,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.790019,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0.648529,0.700911,0.603173,0.396827,0.227900,0,0,,,,,,,,,
535299,"Journalistikk, uspesifisert, påbygging til videregående utdanning",Journalistikk,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5352,0321,True,14,5,5,0.357143,0.000000,0.000000,0.214286,0.214286,0.214286,0.663650,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.790019,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0.648529,0.700911,0.603173,0.396827,0.227900,0,0,,,,,,,,,
535901,"Fagskoleutdanning, film, UTGÅTT KODE, SE NY",Film,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5359,0211,True,198,106,106,0.535354,0.116162,0.020202,0.070707,0.146465,0.111111,0.428390,1.000000,0.075472,0.311321,0.386792,0.226415,0.349057,0.437006,0.971698,0.106796,0.417476,0.000000,0.475728,0.407767,0.103774,0.075472,0.235849,0.235849,0.349057,0.058252,0.097087,0.320388,0.116505,0.407767,22,0.420979,0.387715,0.578049,0.356951,0.172980,0,0,,,,,,,,,
535903,"Fagskoleutdanning, film, toårig",Film,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5359,0211,True,310,191,191,0.616129,0.090323,0.116129,0.058065,0.061290,0.058065,0.363401,1.000000,0.031414,0.146597,0.497382,0.324607,0.162304,0.344611,0.963351,0.092391,0.157609,0.016304,0.733696,0.206522,0.057592,0.183246,0.429319,0.167539,0.162304,0.086957,0.130435,0.516304,0.059783,0.206522,23,0.359033,0.305742,0.562527,0.355951,0.127558,84,49,0.583333,0.382971,0.081633,0.361364,0.183673,0.183673,0.183673,0.119048,0.083333
535904,"Fagskoleutdanning, filmproduksjon 1, ettårig",Filmproduksjon,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5359,0211,True,33,16,16,0.484848,0.090909,0.151515,0.090909,0.000000,0.181818,0.390049,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.284754,0.812500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.812500,0.187500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4,0.350225,0.252636,0.635174,0.364826,0.098406,11,3,0.272727,0.389446,0.000000,,,0.000000,,0.000000,0.272727
535908,"Fagskoleutdanning, video marketing in social media, ettårig",Videomarkedsføring i sosiale medier,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5359,0211,True,13,9,9,0.692308,0.307692,0.000000,0.000000,0.000000,0.000000,0.351263,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.329793,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1,0.342481,0.292595,0.704786,0.295214,0.161100,4,4,1.000000,0.351263,0.000000,0.329793,0.000000,0.000000,0.000000,0.000000,0.000000
537901,"Fagskoleutdanning,  juskonsulent forvaltningsrett, ettårig",Juskonsulent forvaltningsrett,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5379,0421,True,22,12,12,0.545455,0.000000,0.136364,0.181818,0.136364,0.000000,0.289943,1.000000,0.000000,0.333333,0.000000,0.666667,0.333333,0.351370,1.000000,0.000000,0.333333,0.000000,0.666667,0.333333,0.250000,0.416667,0.000000,0.000000,0.333333,0.000000,0.250000,0.416667,0.000000,0.333333,3,0.330565,0.311738,0.499161,0.375839,0.127062,0,0,,,,,,,,,
537904,"Fagskoleutdanning, juskonsulent strafferett, ettårig",Juskonsulent strafferett,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5379,0421,True,25,18,18,0.720000,0.000000,0.160000,0.120000,0.000000,0.000000,0.353695,1.000000,0.000000,0.222222,0.388889,0.388889,0.222222,0.358426,1.000000,0.000000,0.222222,0.000000,0.777778,0.222222,0.000000,0.222222,0.555556,0.000000,0.222222,0.000000,0.166667,0.611111,0.000000,0.222222,4,0.373693,0.317999,0.566600,0.433400,0.145839,0,0,,,,,,,,,
539999,"Samfunnsfag og juridiske fag, andre, uspesifiserte, påbygging til videregående utdanning",Samfunnsfag og juridiske fag,5,Påbygging/fagskole,3,Samfunnsfag og juridiske fag,5399,0388,True,23,13,13,0.565217,0.000000,0.000000,0.304348,0.000000,0.130435,0.151425,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.114554,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.230769,0.538462,0.230769,0.000000,0.000000,0.538462,0.230769,0.230769,0.000000,0.000000,4,0.162006,0.101633,0.561301,0.381007,0.008853,0,0,,,,,,,,,
541103,"Regnskap, påbygging til videregående utdanning",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,235,161,161,0.685106,0.055319,0.000000,0.021277,0.238298,0.000000,0.672969,1.000000,0.534161,0.329193,0.080745,0.055901,0.739130,0.696371,1.000000,0.689441,0.229814,0.000000,0.080745,0.919255,0.031056,0.000000,0.049689,0.180124,0.739130,0.000000,0.055901,0.024845,0.000000,0.919255,16,0.655130,0.617826,0.578522,0.401292,0.241678,0,0,,,,,,,,,
541107,"Fagskoleutdanning, regnskap og økonomi, UTGÅTT KODE, SE NY",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,758,552,552,0.728232,0.019789,0.011873,0.021108,0.189974,0.029024,0.570933,1.000000,0.360507,0.333333,0.141304,0.164855,0.639493,0.580179,1.000000,0.469203,0.259058,0.009058,0.262681,0.677536,0.074275,0.039855,0.128623,0.117754,0.639493,0.027174,0.119565,0.125000,0.050725,0.677536,48,0.560462,0.514740,0.560334,0.389243,0.197180,0,0,,,,,,,,,
541108,"Fagskoleutdanning, kurs for mesterbrevskandidater, UTGÅTT KODE, SE NY",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,562,510,510,0.907473,0.051601,0.000000,0.000000,0.017794,0.023132,0.313469,1.000000,0.007843,0.172549,0.370588,0.449020,0.086275,0.301728,0.994118,0.021696,0.293886,0.171598,0.512821,0.142012,0.203922,0.239216,0.027451,0.443137,0.086275,0.199211,0.240631,0.199211,0.218935,0.142012,26,0.308216,0.267696,0.591776,0.311375,0.047059,0,0,,,,,,,,,
541109,"Fagskoleutdanning, økonomi og ledelse, UTGÅTT KODE, SE NY",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,327,278,278,0.850153,0.027523,0.000000,0.021407,0.088685,0.012232,0.397229,1.000000,0.068345,0.316547,0.323741,0.291367,0.251799,0.416389,1.000000,0.122302,0.338129,0.172662,0.366906,0.352518,0.161871,0.107914,0.143885,0.334532,0.251799,0.122302,0.151079,0.154676,0.219424,0.352518,42,0.389638,0.369424,0.580168,0.301162,0.113042,0,0,,,,,,,,,
541113,"Fagskoleutdanning, regnskap og økonomi, 1½-årig",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,11,6,6,0.545455,0.000000,0.000000,0.000000,0.454545,0.000000,0.659919,1.000000,0.500000,0.500000,0.000000,0.000000,0.500000,0.679010,1.000000,0.500000,0.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,2,0.641171,0.602423,0.607399,0.392601,0.168475,0,0,,,,,,,,,
541114,"Fagskoleutdanning, regnskap og økonomi, ettårig",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,330,256,256,0.775758,0.021212,0.027273,0.078788,0.057576,0.039394,0.673836,1.000000,0.558594,0.296875,0.082031,0.062500,0.777344,0.677874,1.000000,0.644531,0.230469,0.000000,0.125000,0.847656,0.023438,0.023438,0.078125,0.097656,0.777344,0.000000,0.039062,0.085938,0.027344,0.847656,17,0.658503,0.601415,0.538889,0.445486,0.230735,64,50,0.781250,0.728756,0.640000,0.719797,0.640000,0.940000,0.940000,0.000000,0.046875
541116,"Fagskoleutdanning, regnskap og økonomi, halvårig",Regnskap og økonomi,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0411,True,990,814,814,0.822222,0.023232,0.024242,0.038384,0.068687,0.023232,0.558890,1.000000,0.316953,0.351351,0.175676,0.156020,0.609337,0.563751,1.000000,0.395577,0.305897,0.017199,0.281327,0.642506,0.057740,0.049140,0.163391,0.120393,0.609337,0.047912,0.077396,0.156020,0.076167,0.642506,53,0.550754,0.500165,0.567487,0.405688,0.202318,272,232,0.852941,0.604544,0.396552,0.610773,0.469828,0.693966,0.732759,0.018382,0.022059
541118,"Fagskoleutdanning, regnskap og lønn, halvårig",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,58,55,55,0.948276,0.000000,0.000000,0.000000,0.051724,0.000000,0.596983,1.000000,0.200000,0.618182,0.127273,0.054545,0.818182,0.627575,1.000000,0.290909,0.527273,0.000000,0.181818,0.763636,0.000000,0.054545,0.127273,0.000000,0.818182,0.000000,0.000000,0.181818,0.054545,0.763636,8,0.594897,0.556790,0.507686,0.492314,0.260984,4,4,1.000000,0.610279,0.000000,0.665079,0.000000,1.000000,1.000000,0.000000,0.000000
541119,"Fagskoleutdanning, lønnsmedarbeider, halvårig",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,118,94,94,0.796610,0.000000,0.000000,0.067797,0.093220,0.042373,0.631125,1.000000,0.457447,0.329787,0.085106,0.127660,0.723404,0.647349,1.000000,0.553191,0.265957,0.000000,0.180851,0.819149,0.031915,0.063830,0.085106,0.095745,0.723404,0.000000,0.063830,0.117021,0.000000,0.819149,12,0.619119,0.574333,0.559504,0.416560,0.188993,28,16,0.571429,0.740794,0.562500,0.732725,0.562500,1.000000,1.000000,0.000000,0.178571
541120,"Fagskoleutdanning, lønn- og personalmedarbeider",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,108,102,102,0.944444,0.000000,0.000000,0.000000,0.055556,0.000000,0.554088,1.000000,0.264706,0.421569,0.186275,0.127451,0.549020,0.602772,1.000000,0.411765,0.352941,0.000000,0.235294,0.735294,0.029412,0.098039,0.107843,0.215686,0.549020,0.000000,0.058824,0.176471,0.029412,0.735294,17,0.553219,0.534784,0.585698,0.389792,0.181409,14,14,1.000000,0.593633,0.214286,0.645296,0.500000,0.785714,0.785714,0.000000,0.000000
541122,"Fagskoleutdanning, økonomi og ledelse, ettårig",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,68,64,64,0.941176,0.000000,0.000000,0.000000,0.058824,0.000000,0.536935,1.000000,0.109375,0.421875,0.468750,0.000000,0.468750,0.580865,1.000000,0.265625,0.468750,0.171875,0.093750,0.671875,0.000000,0.000000,0.156250,0.375000,0.468750,0.000000,0.000000,0.156250,0.171875,0.671875,14,0.526508,0.515348,0.616247,0.329066,0.180303,16,13,0.812500,0.537318,0.000000,0.600666,0.230769,0.461538,0.692308,0.000000,0.000000
541123,"Fagskoleutdanning, økonomimedarbeider, halvårig",,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,,True,9,5,5,0.555556,0.000000,0.000000,0.000000,0.444444,0.000000,0.610279,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.665079,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0.595022,0.590063,0.416020,0.583980,0.347000,0,0,,,,,,,,,
541126,"Fagskoleutdanning, prosjektledelse, ettårig",Prosjektledelse,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,74,44,44,0.594595,0.081081,0.094595,0.108108,0.054054,0.067568,0.518508,1.000000,0.068182,0.613636,0.250000,0.068182,0.613636,0.553274,1.000000,0.181818,0.568182,0.000000,0.250000,0.613636,0.000000,0.068182,0.181818,0.136364,0.613636,0.068182,0.000000,0.181818,0.136364,0.613636,10,0.519300,0.490869,0.599444,0.360783,0.220312,9,6,0.666667,0.581338,0.000000,0.626083,0.000000,1.000000,1.000000,0.000000,0.000000
541128,"Fagskoleutdanning, verkstedledelse, halvårig",Verkstedledelse,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,114,111,111,0.973684,0.000000,0.000000,0.000000,0.000000,0.000000,0.323014,1.000000,0.000000,0.297297,0.306306,0.396396,0.261261,0.328802,1.000000,0.000000,0.378378,0.171171,0.450450,0.099099,0.369369,0.027027,0.108108,0.234234,0.261261,0.369369,0.027027,0.108108,0.396396,0.099099,15,0.315873,0.291716,0.570012,0.279525,0.119507,19,19,1.000000,0.339515,0.000000,0.337065,0.000000,0.421053,0.000000,0.000000,0.000000
541129,"Fagskoleutdanning, Ledelse og økonomistyring, halvårig",Arbeidslederskolen,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,189,179,179,0.947090,0.000000,0.015873,0.000000,0.037037,0.000000,0.373674,1.000000,0.000000,0.340782,0.391061,0.268156,0.217877,0.376130,1.000000,0.078212,0.262570,0.240223,0.418994,0.251397,0.139665,0.072626,0.312849,0.256983,0.217877,0.139665,0.089385,0.351955,0.167598,0.251397,30,0.367468,0.333706,0.607048,0.325528,0.098067,27,27,1.000000,0.328900,0.000000,0.330605,0.000000,0.148148,0.148148,0.000000,0.000000
541131,"Fagskoleutdanning, Prosjektlederskolen, halvårig",Prosjektledelse,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,34,28,28,0.823529,0.000000,0.000000,0.088235,0.088235,0.000000,0.435851,1.000000,0.000000,0.428571,0.321429,0.250000,0.428571,0.468920,1.000000,0.142857,0.500000,0.107143,0.250000,0.428571,0.000000,0.250000,0.000000,0.321429,0.428571,0.000000,0.250000,0.000000,0.321429,0.428571,7,0.428636,0.416030,0.643652,0.311706,0.135336,3,3,1.000000,0.552398,0.000000,0.587087,0.000000,1.000000,1.000000,0.000000,0.000000
541132,"Fagskoleutdanning, Servicelederskolen, halvårig",Servicelederskolen,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,20,20,20,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.339503,1.000000,0.000000,0.250000,0.250000,0.500000,0.250000,0.317423,1.000000,0.000000,0.250000,0.000000,0.750000,0.250000,0.000000,0.500000,0.250000,0.000000,0.250000,0.000000,0.500000,0.250000,0.000000,0.250000,3,0.331015,0.281620,0.348289,0.351711,0.133825,0,0,,,,,,,,,
541133,"Fagskoleutdanning, kurs for mesterbrevskandidater, anleggsgartner, ettårig",Anleggsgartner,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,5,5,5,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142058,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.112742,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1,0.138507,0.100026,0.768591,0.231409,0.036100,0,0,,,,,,,,,
541137,"Fagskoleutdanning, kurs for mesterbrevskandidater, kobber- og blikkenslager, ettårig",Kobber- og blikkenslager,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,4,4,4,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077445,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.062627,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,0.075509,0.055563,0.500000,0.000000,0.000000,0,0,,,,,,,,,
541139,"Fagskoleutdanning, kurs for mesterbrevskandidater, maler, ettårig",Maler,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,3,3,3,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043164,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.050331,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,0.042085,0.044654,0.000000,0.000000,0.000000,0,0,,,,,,,,,
541140,"Fagskoleutdanning, kurs for mesterbrevskandidater, murer, ettårig",Murer,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,8,8,8,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.197767,1.000000,0.000000,0.000000,0.375000,0.625000,0.000000,0.205770,1.000000,0.000000,0.375000,0.000000,0.625000,0.000000,0.625000,0.000000,0.000000,0.375000,0.000000,0.625000,0.000000,0.000000,0.375000,0.000000,2,0.192823,0.182561,0.693182,0.306818,0.003037,0,0,,,,,,,,,
541141,"Fagskoleutdanning, kurs for mesterbrevskandidater, rørlegger, ettårig",Rørlegger,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,23,23,23,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198517,1.000000,0.000000,0.000000,0.347826,0.652174,0.000000,0.172417,1.000000,0.000000,0.173913,0.173913,0.652174,0.000000,0.652174,0.000000,0.000000,0.347826,0.000000,0.652174,0.000000,0.173913,0.173913,0.000000,4,0.190110,0.152970,0.663170,0.336830,0.025061,0,0,,,,,,,,,
541145,"Fagskoleutdanning, kurs for mesterbrevskandidater, tømrer, ettårig",Tømrer,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,126,117,117,0.928571,0.071429,0.000000,0.000000,0.000000,0.000000,0.324830,1.000000,0.000000,0.119658,0.435897,0.444444,0.076923,0.300148,1.000000,0.000000,0.273504,0.179487,0.547009,0.042735,0.034188,0.384615,0.025641,0.478632,0.076923,0.034188,0.410256,0.188034,0.324786,0.042735,9,0.318497,0.266294,0.591020,0.333759,0.023585,0,0,,,,,,,,,
541148,"Fagskoleutdanning, praktisk ledelse, halvårig",Praktisk ledelse,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,3,3,3,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.493097,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.620845,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0.480769,0.550819,0.655385,0.344615,0.137800,0,0,,,,,,,,,
541149,"Fagskoleutdanning, salgsledelse, halvårig",Salgsledelse,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,3,3,3,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.487179,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.653741,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0.475000,0.580004,0.687906,0.312094,0.181400,0,0,,,,,,,,,
541151,"Fagskoleutdanning, utøvende lederskap i praksis, halvårig",Utøvende lederskap,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,44,41,41,0.931818,0.000000,0.000000,0.000000,0.068182,0.000000,0.288461,1.000000,0.000000,0.390244,0.000000,0.609756,0.243902,0.299297,1.000000,0.000000,0.390244,0.000000,0.609756,0.219512,0.463415,0.146341,0.000000,0.146341,0.243902,0.170732,0.365854,0.073171,0.170732,0.219512,9,0.306351,0.265539,0.423944,0.312641,0.102885,0,0,,,,,,,,,
541155,"Fagskoleutdanning, arbeidsledelse, ettårig",Arbeidsledelse,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,10,10,10,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.455772,1.000000,0.000000,0.300000,0.700000,0.000000,0.300000,0.405555,1.000000,0.000000,0.300000,0.700000,0.000000,0.000000,0.000000,0.000000,0.700000,0.000000,0.300000,0.000000,0.000000,0.700000,0.300000,0.000000,2,0.495578,0.359811,0.520141,0.392359,0.100393,7,7,1.000000,0.365983,0.000000,0.336583,0.000000,0.000000,0.000000,0.000000,0.000000
541158,"Fagskoleutdanning, effektiviserings- og forbedringsledelse, ettårig",Effektiviserings- og forbedringsledelse,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,82,82,82,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.343826,1.000000,0.000000,0.365854,0.231707,0.402439,0.292683,0.352266,1.000000,0.109756,0.292683,0.109756,0.487805,0.329268,0.353659,0.048780,0.158537,0.146341,0.292683,0.158537,0.292683,0.109756,0.109756,0.329268,19,0.343129,0.312533,0.569093,0.289881,0.103131,0,0,,,,,,,,,
541159,"Fagskoleutdanning, produksjonsledelse for leverandørindustrien, 10 studiepoeng",Produksjonsledelse for leverandørindustrien,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,20,20,20,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.462500,1.000000,0.000000,0.700000,0.300000,0.000000,0.000000,0.491270,1.000000,0.000000,0.700000,0.300000,0.000000,0.000000,0.000000,0.000000,0.300000,0.700000,0.000000,0.000000,0.000000,0.300000,0.700000,0.000000,2,0.432193,0.435859,0.675545,0.286955,0.073502,20,20,1.000000,0.462500,0.000000,0.491270,0.000000,0.000000,0.000000,0.000000,0.000000
541163,"Fagskoleutdanning, HR-medarbeider, halvårig",HR-medarbeider,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,53,44,44,0.830189,0.000000,0.000000,0.056604,0.056604,0.056604,0.528289,1.000000,0.136364,0.545455,0.181818,0.136364,0.568182,0.560960,1.000000,0.272727,0.409091,0.000000,0.318182,0.613636,0.000000,0.068182,0.250000,0.113636,0.568182,0.000000,0.068182,0.250000,0.068182,0.613636,9,0.527645,0.497688,0.551076,0.431879,0.192726,0,0,,,,,,,,,
541164,"Fagskoleutdanning, grunnleggende praktisk lederutdanning, halvårig",Ledelse,5,Påbygging/fagskole,4,Økonomiske og administrative fag,5411,0413,True,22,22,22,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.183387,1.000000,0.000000,0.136364,0.000000,0.863636,0.000000,0.172708,1.000000,0.000000,0.136364,0.000000,0.863636,0.000000,0.545455,0.000000,0.318182,0.136364,0.000000,0.409091,0.136364,0.318182,0.136364,0.000000,4,0.178319,0.153228,0.581205,0.350613,0.027656,0,0,,,,,,,,,
