group,level,group_name,cohort,rank,styrk08,styrk08_name,share,quintile_v1,quintile_v2,automation_chat
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,2,3119,Andre ingeniører,0.0393,3,3,0.505172
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,3,2519,Andre programvare- og applikasjonsutviklere,0.0368,5,5,0.503293
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0303,5,5,0.450311
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,5,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.0288,3,4,0.638681
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,6,5223,Butikkmedarbeidere,0.0287,3,3,0.449861
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,7,2142,Sivilingeniører (bygg og anlegg),0.0285,4,4,0.0
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,8,3511,"Driftsteknikere, IKT",0.0259,5,5,0.53735
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,9,3112,Bygningsingeniører,0.0253,4,4,0.301375
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",all,10,3114,Elektronikkingeniører,0.023,4,4,0.347287
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,1,2511,Systemanalytikere/-arkitekter,0.0729,5,5,0.341622
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,2,5223,Butikkmedarbeidere,0.0549,3,3,0.449861
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,3,2519,Andre programvare- og applikasjonsutviklere,0.0496,5,5,0.503293
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,4,2310,Universitets- og høyskolelektorer/-lærere,0.0474,4,4,0.286836
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,5,2421,Organisasjonsrådgivere mv.,0.0391,4,5,0.423703
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,6,2512,Programvareutviklere,0.0368,5,5,0.655007
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,7,9112,Renholdere i virksomheter,0.0346,1,1,0.46875
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,8,3114,Elektronikkingeniører,0.0323,4,4,0.347287
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,9,3511,"Driftsteknikere, IKT",0.0286,5,5,0.53735
659,6,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",recent,10,3119,Andre ingeniører,0.0256,3,3,0.505172
661,6,Pleie- og omsorgsfag,all,1,2223,Sykepleiere,0.4809,3,3,0.256002
661,6,Pleie- og omsorgsfag,all,2,2221,Spesialsykepleiere,0.1636,3,3,0.256002
661,6,Pleie- og omsorgsfag,all,3,2224,Vernepleiere,0.0968,3,3,0.256002
661,6,Pleie- og omsorgsfag,all,4,1342,Ledere av helsetjenester,0.0368,4,4,0.476886
661,6,Pleie- og omsorgsfag,all,5,5329,Andre pleiemedarbeidere,0.0262,3,2,0.278788
661,6,Pleie- og omsorgsfag,all,6,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0249,5,5,0.450311
661,6,Pleie- og omsorgsfag,all,7,5321,Helsefagarbeidere,0.019,1,2,0.1875
661,6,Pleie- og omsorgsfag,all,8,1219,Andre administrative ledere,0.0122,4,4,0.47783
661,6,Pleie- og omsorgsfag,all,9,3412,Miljøarbeidere innen sosiale fagfelt,0.0086,3,3,0.48
661,6,Pleie- og omsorgsfag,all,10,5311,Barnehage- og skolefritidsassistenter mv.,0.0085,2,3,0.572124
661,6,Pleie- og omsorgsfag,recent,1,2223,Sykepleiere,0.6166,3,3,0.256002
661,6,Pleie- og omsorgsfag,recent,2,2221,Spesialsykepleiere,0.1323,3,3,0.256002
661,6,Pleie- og omsorgsfag,recent,3,2224,Vernepleiere,0.1272,3,3,0.256002
661,6,Pleie- og omsorgsfag,recent,4,1342,Ledere av helsetjenester,0.0127,4,4,0.476886
661,6,Pleie- og omsorgsfag,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0112,5,5,0.450311
661,6,Pleie- og omsorgsfag,recent,6,2635,Rådgivere innen sosiale fagfelt,0.0098,3,3,0.188929
661,6,Pleie- og omsorgsfag,recent,7,3412,Miljøarbeidere innen sosiale fagfelt,0.0088,3,3,0.48
661,6,Pleie- og omsorgsfag,recent,8,5321,Helsefagarbeidere,0.0079,1,2,0.1875
661,6,Pleie- og omsorgsfag,recent,9,3258,Ambulansepersonell,0.0079,2,1,
661,6,Pleie- og omsorgsfag,recent,10,5311,Barnehage- og skolefritidsassistenter mv.,0.0072,2,3,0.572124
662,6,Sosialfag,all,1,2635,Rådgivere innen sosiale fagfelt,0.2447,3,3,0.188929
662,6,Sosialfag,all,2,3412,Miljøarbeidere innen sosiale fagfelt,0.1896,3,3,0.48
662,6,Sosialfag,all,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.105,5,5,0.450311
662,6,Sosialfag,all,4,2224,Vernepleiere,0.0809,3,3,0.256002
662,6,Sosialfag,all,5,5311,Barnehage- og skolefritidsassistenter mv.,0.0559,2,3,0.572124
662,6,Sosialfag,all,6,5321,Helsefagarbeidere,0.0505,1,2,0.1875
662,6,Sosialfag,all,7,3353,Saksbehandlere innen sosiale ytelser,0.0247,5,5,0.337035
662,6,Sosialfag,all,8,5329,Andre pleiemedarbeidere,0.0228,3,2,0.278788
662,6,Sosialfag,all,9,1219,Andre administrative ledere,0.0221,4,4,0.47783
662,6,Sosialfag,all,10,5223,Butikkmedarbeidere,0.0191,3,3,0.449861
662,6,Sosialfag,recent,1,2635,Rådgivere innen sosiale fagfelt,0.3068,3,3,0.188929
662,6,Sosialfag,recent,2,3412,Miljøarbeidere innen sosiale fagfelt,0.2453,3,3,0.48
662,6,Sosialfag,recent,3,2224,Vernepleiere,0.1034,3,3,0.256002
662,6,Sosialfag,recent,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0649,5,5,0.450311
662,6,Sosialfag,recent,5,5311,Barnehage- og skolefritidsassistenter mv.,0.0617,2,3,0.572124
662,6,Sosialfag,recent,6,5321,Helsefagarbeidere,0.0542,1,2,0.1875
662,6,Sosialfag,recent,7,3353,Saksbehandlere innen sosiale ytelser,0.0407,5,5,0.337035
662,6,Sosialfag,recent,8,4110,Kontormedarbeidere,0.0162,5,5,0.670689
662,6,Sosialfag,recent,9,5329,Andre pleiemedarbeidere,0.0146,3,2,0.278788
662,6,Sosialfag,recent,10,2342,Førskolelærere,0.0138,2,2,0.457528
663,6,Medisin,all,1,5329,Andre pleiemedarbeidere,0.4701,3,2,0.278788
663,6,Medisin,all,2,2211,Allmennpraktiserende leger,0.1426,4,3,0.254981
663,6,Medisin,all,3,5321,Helsefagarbeidere,0.0834,1,2,0.1875
663,6,Medisin,all,4,2310,Universitets- og høyskolelektorer/-lærere,0.0502,4,4,0.286836
663,6,Medisin,all,5,5223,Butikkmedarbeidere,0.0363,3,3,0.449861
663,6,Medisin,all,6,4110,Kontormedarbeidere,0.0356,5,5,0.670689
663,6,Medisin,all,7,3258,Ambulansepersonell,0.023,2,1,
663,6,Medisin,all,8,5322,Hjemmehjelper,0.0205,1,3,0.344326
663,6,Medisin,all,9,3256,Helsesekretærer,0.0163,3,2,0.231527
663,6,Medisin,all,10,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0127,5,5,0.450311
663,6,Medisin,recent,1,2211,Allmennpraktiserende leger,0.5314,4,3,0.254981
663,6,Medisin,recent,2,5329,Andre pleiemedarbeidere,0.2487,3,2,0.278788
663,6,Medisin,recent,3,5321,Helsefagarbeidere,0.0497,1,2,0.1875
663,6,Medisin,recent,4,2310,Universitets- og høyskolelektorer/-lærere,0.0445,4,4,0.286836
663,6,Medisin,recent,5,3258,Ambulansepersonell,0.0288,2,1,
663,6,Medisin,recent,6,2341,Grunnskolelærere,0.0157,3,3,0.366129
663,6,Medisin,recent,7,2223,Sykepleiere,0.0131,3,3,0.256002
663,6,Medisin,recent,8,5223,Butikkmedarbeidere,0.0105,3,3,0.449861
663,6,Medisin,recent,9,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0105,5,5,0.450311
663,6,Medisin,recent,10,4110,Kontormedarbeidere,0.0105,5,5,0.670689
664,6,Tannhelsefag,all,1,3251,Tannpleiere,0.5932,3,2,0.190265
664,6,Tannhelsefag,all,2,5329,Andre pleiemedarbeidere,0.1774,3,2,0.278788
664,6,Tannhelsefag,all,3,5223,Butikkmedarbeidere,0.0513,3,3,0.449861
664,6,Tannhelsefag,all,4,3214,Protese- og tannteknikere,0.0474,2,1,
664,6,Tannhelsefag,all,5,5321,Helsefagarbeidere,0.0208,1,2,0.1875
664,6,Tannhelsefag,all,6,4110,Kontormedarbeidere,0.0208,5,5,0.670689
664,6,Tannhelsefag,all,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0149,5,5,0.450311
664,6,Tannhelsefag,all,8,5311,Barnehage- og skolefritidsassistenter mv.,0.0149,2,3,0.572124
664,6,Tannhelsefag,all,9,1342,Ledere av helsetjenester,0.0117,4,4,0.476886
664,6,Tannhelsefag,all,10,5322,Hjemmehjelper,0.0065,1,3,0.344326
664,6,Tannhelsefag,recent,1,3251,Tannpleiere,0.6806,3,2,0.190265
664,6,Tannhelsefag,recent,2,5329,Andre pleiemedarbeidere,0.199,3,2,0.278788
664,6,Tannhelsefag,recent,3,3214,Protese- og tannteknikere,0.0785,2,1,
664,6,Tannhelsefag,recent,4,5223,Butikkmedarbeidere,0.0262,3,3,0.449861
664,6,Tannhelsefag,recent,5,2211,Allmennpraktiserende leger,0.0157,4,3,0.254981
664,6,Tannhelsefag,recent,6,5321,Helsefagarbeidere,0.0,1,2,0.1875
664,6,Tannhelsefag,recent,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0,5,5,0.450311
664,6,Tannhelsefag,recent,8,5322,Hjemmehjelper,0.0,1,3,0.344326
664,6,Tannhelsefag,recent,9,4110,Kontormedarbeidere,0.0,5,5,0.670689
664,6,Tannhelsefag,recent,10,5311,Barnehage- og skolefritidsassistenter mv.,0.0,2,3,0.572124
665,6,Terapeutiske fag,all,1,2264,Fysioterapeuter,0.3705,2,3,0.274177
665,6,Terapeutiske fag,all,2,2267,Ergoterapeuter,0.2006,3,3,0.358289
665,6,Terapeutiske fag,all,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0584,5,5,0.450311
665,6,Terapeutiske fag,all,4,5321,Helsefagarbeidere,0.0402,1,2,0.1875
665,6,Terapeutiske fag,all,5,2224,Vernepleiere,0.0303,3,3,0.256002
665,6,Terapeutiske fag,all,6,5329,Andre pleiemedarbeidere,0.0194,3,2,0.278788
665,6,Terapeutiske fag,all,7,5223,Butikkmedarbeidere,0.0185,3,3,0.449861
665,6,Terapeutiske fag,all,8,3412,Miljøarbeidere innen sosiale fagfelt,0.018,3,3,0.48
665,6,Terapeutiske fag,all,9,1342,Ledere av helsetjenester,0.0176,4,4,0.476886
665,6,Terapeutiske fag,all,10,2269,Kiropraktorer mv.,0.0168,3,2,0.0
665,6,Terapeutiske fag,recent,1,2264,Fysioterapeuter,0.4262,2,3,0.274177
665,6,Terapeutiske fag,recent,2,2267,Ergoterapeuter,0.2756,3,3,0.358289
665,6,Terapeutiske fag,recent,3,2224,Vernepleiere,0.0388,3,3,0.256002
665,6,Terapeutiske fag,recent,4,5321,Helsefagarbeidere,0.0373,1,2,0.1875
665,6,Terapeutiske fag,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0295,5,5,0.450311
665,6,Terapeutiske fag,recent,6,3412,Miljøarbeidere innen sosiale fagfelt,0.0287,3,3,0.48
665,6,Terapeutiske fag,recent,7,5329,Andre pleiemedarbeidere,0.0194,3,2,0.278788
665,6,Terapeutiske fag,recent,8,2635,Rådgivere innen sosiale fagfelt,0.0186,3,3,0.188929
665,6,Terapeutiske fag,recent,9,5311,Barnehage- og skolefritidsassistenter mv.,0.0155,2,3,0.572124
665,6,Terapeutiske fag,recent,10,5223,Butikkmedarbeidere,0.0148,3,3,0.449861
666,6,Apotekfag,all,1,3213,Reseptarer,0.6948,4,4,1.0
666,6,Apotekfag,all,2,5223,Butikkmedarbeidere,0.1596,3,3,0.449861
666,6,Apotekfag,all,3,2262,Farmasøyter,0.0389,4,4,0.203782
666,6,Apotekfag,all,4,4110,Kontormedarbeidere,0.0132,5,5,0.670689
666,6,Apotekfag,all,5,1420,Varehandelssjefer,0.0132,4,5,0.431373
666,6,Apotekfag,all,6,5329,Andre pleiemedarbeidere,0.0116,3,2,0.278788
666,6,Apotekfag,all,7,5321,Helsefagarbeidere,0.0116,1,2,0.1875
666,6,Apotekfag,all,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0099,5,5,0.450311
666,6,Apotekfag,all,9,1342,Ledere av helsetjenester,0.0058,4,4,0.476886
666,6,Apotekfag,all,10,2413,Finansanalytikere,0.005,4,5,0.393998
666,6,Apotekfag,recent,1,3213,Reseptarer,0.8599,4,4,1.0
666,6,Apotekfag,recent,2,5223,Butikkmedarbeidere,0.0435,3,3,0.449861
666,6,Apotekfag,recent,3,2262,Farmasøyter,0.0386,4,4,0.203782
666,6,Apotekfag,recent,4,5329,Andre pleiemedarbeidere,0.0145,3,2,0.278788
666,6,Apotekfag,recent,5,5321,Helsefagarbeidere,0.0145,1,2,0.1875
666,6,Apotekfag,recent,6,4110,Kontormedarbeidere,0.0145,5,5,0.670689
666,6,Apotekfag,recent,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0145,5,5,0.450311
666,6,Apotekfag,recent,8,2643,"Oversettere, tolker mv.",0.0,5,5,0.588164
666,6,Apotekfag,recent,9,3359,Andre yrker innen offentlig forvaltning,0.0,3,2,
666,6,Apotekfag,recent,10,1420,Varehandelssjefer,0.0,4,5,0.431373
667,6,Veterinærfag,all,1,3240,Dyrepleiere,0.5428,2,2,0.152733
667,6,Veterinærfag,all,2,5164,Dyrepassere og - trenere mv.,0.1283,2,2,0.32166
667,6,Veterinærfag,all,3,2250,Veterinærer,0.107,3,2,0.386598
667,6,Veterinærfag,all,4,5223,Butikkmedarbeidere,0.0936,3,3,0.449861
667,6,Veterinærfag,all,5,3141,Bioteknikere (ikke-medisinske laboratorier),0.0294,4,3,0.701589
667,6,Veterinærfag,all,6,8322,"Bil-, drosje- og varebilførere",0.0214,3,2,0.795414
667,6,Veterinærfag,all,7,4110,Kontormedarbeidere,0.0187,5,5,0.670689
667,6,Veterinærfag,all,8,5322,Hjemmehjelper,0.016,1,3,0.344326
667,6,Veterinærfag,all,9,3315,Takstmenn,0.016,5,4,0.467849
667,6,Veterinærfag,all,10,5329,Andre pleiemedarbeidere,0.0107,3,2,0.278788
667,6,Veterinærfag,recent,1,3240,Dyrepleiere,0.7872,2,2,0.152733
667,6,Veterinærfag,recent,2,2250,Veterinærer,0.1489,3,2,0.386598
667,6,Veterinærfag,recent,3,5164,Dyrepassere og - trenere mv.,0.0638,2,2,0.32166
667,6,Veterinærfag,recent,4,5223,Butikkmedarbeidere,0.0,3,3,0.449861
667,6,Veterinærfag,recent,5,3141,Bioteknikere (ikke-medisinske laboratorier),0.0,4,3,0.701589
667,6,Veterinærfag,recent,6,8322,"Bil-, drosje- og varebilførere",0.0,3,2,0.795414
667,6,Veterinærfag,recent,7,5322,Hjemmehjelper,0.0,1,3,0.344326
667,6,Veterinærfag,recent,8,5329,Andre pleiemedarbeidere,0.0,3,2,0.278788
667,6,Veterinærfag,recent,9,4110,Kontormedarbeidere,0.0,5,5,0.670689
667,6,Veterinærfag,recent,10,7223,Metalldreiere mv.,0.0,1,2,0.875
668,6,Idrettsfag,all,1,3422,Trenere og idrettsdommere,0.099,3,3,0.174645
668,6,Idrettsfag,all,2,5223,Butikkmedarbeidere,0.0951,3,3,0.449861
668,6,Idrettsfag,all,3,2341,Grunnskolelærere,0.0691,3,3,0.366129
668,6,Idrettsfag,all,4,5311,Barnehage- og skolefritidsassistenter mv.,0.0578,2,3,0.572124
668,6,Idrettsfag,all,5,5329,Andre pleiemedarbeidere,0.0461,3,2,0.278788
668,6,Idrettsfag,all,6,5321,Helsefagarbeidere,0.0394,1,2,0.1875
668,6,Idrettsfag,all,7,3423,Sports- og aktivitetsinstruktører,0.036,2,3,0.320382
668,6,Idrettsfag,all,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0314,5,5,0.450311
668,6,Idrettsfag,all,9,2330,Lektorer mv. (videregående skole),0.0285,3,3,0.280862
668,6,Idrettsfag,all,10,4110,Kontormedarbeidere,0.0266,5,5,0.670689
668,6,Idrettsfag,recent,1,3422,Trenere og idrettsdommere,0.1542,3,3,0.174645
668,6,Idrettsfag,recent,2,5223,Butikkmedarbeidere,0.1288,3,3,0.449861
668,6,Idrettsfag,recent,3,5311,Barnehage- og skolefritidsassistenter mv.,0.0797,2,3,0.572124
668,6,Idrettsfag,recent,4,2341,Grunnskolelærere,0.0746,3,3,0.366129
668,6,Idrettsfag,recent,5,5329,Andre pleiemedarbeidere,0.0695,3,2,0.278788
668,6,Idrettsfag,recent,6,5321,Helsefagarbeidere,0.0627,1,2,0.1875
668,6,Idrettsfag,recent,7,3423,Sports- og aktivitetsinstruktører,0.0441,2,3,0.320382
668,6,Idrettsfag,recent,8,4110,Kontormedarbeidere,0.0373,5,5,0.670689
668,6,Idrettsfag,recent,9,2224,Vernepleiere,0.0373,3,3,0.256002
668,6,Idrettsfag,recent,10,4321,Lagermedarbeidere og material-forvaltere,0.0305,3,3,0.585239
669,6,"Helse-, sosial- og idrettsfag, andre",all,1,2221,Spesialsykepleiere,0.1603,3,3,0.256002
669,6,"Helse-, sosial- og idrettsfag, andre",all,2,3212,Bioingeniører,0.1228,3,3,0.357619
669,6,"Helse-, sosial- og idrettsfag, andre",all,3,3211,Radiografer mv.,0.0848,3,3,0.3375
669,6,"Helse-, sosial- og idrettsfag, andre",all,4,2224,Vernepleiere,0.0614,3,3,0.256002
669,6,"Helse-, sosial- og idrettsfag, andre",all,5,5321,Helsefagarbeidere,0.0496,1,2,0.1875
669,6,"Helse-, sosial- og idrettsfag, andre",all,6,2223,Sykepleiere,0.0444,3,3,0.256002
669,6,"Helse-, sosial- og idrettsfag, andre",all,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0423,5,5,0.450311
669,6,"Helse-, sosial- og idrettsfag, andre",all,8,1342,Ledere av helsetjenester,0.0389,4,4,0.476886
669,6,"Helse-, sosial- og idrettsfag, andre",all,9,2635,Rådgivere innen sosiale fagfelt,0.0376,3,3,0.188929
669,6,"Helse-, sosial- og idrettsfag, andre",all,10,3412,Miljøarbeidere innen sosiale fagfelt,0.0356,3,3,0.48
669,6,"Helse-, sosial- og idrettsfag, andre",recent,1,2221,Spesialsykepleiere,0.1802,3,3,0.256002
669,6,"Helse-, sosial- og idrettsfag, andre",recent,2,3212,Bioingeniører,0.1274,3,3,0.357619
669,6,"Helse-, sosial- og idrettsfag, andre",recent,3,3211,Radiografer mv.,0.1,3,3,0.3375
669,6,"Helse-, sosial- og idrettsfag, andre",recent,4,2224,Vernepleiere,0.0952,3,3,0.256002
669,6,"Helse-, sosial- og idrettsfag, andre",recent,5,3412,Miljøarbeidere innen sosiale fagfelt,0.0528,3,3,0.48
669,6,"Helse-, sosial- og idrettsfag, andre",recent,6,2635,Rådgivere innen sosiale fagfelt,0.052,3,3,0.188929
669,6,"Helse-, sosial- og idrettsfag, andre",recent,7,3258,Ambulansepersonell,0.0457,2,1,
669,6,"Helse-, sosial- og idrettsfag, andre",recent,8,2223,Sykepleiere,0.0437,3,3,0.256002
669,6,"Helse-, sosial- og idrettsfag, andre",recent,9,5321,Helsefagarbeidere,0.0325,1,2,0.1875
669,6,"Helse-, sosial- og idrettsfag, andre",recent,10,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0322,5,5,0.450311
671,6,Fiske og havbruk,all,1,6221,Havbruksarbeidere,0.3423,2,2,0.0
671,6,Fiske og havbruk,all,2,1321,Ledere av industriproduksjon mv.,0.1012,4,4,0.0
671,6,Fiske og havbruk,all,3,3322,Selgere (engros),0.0521,5,5,0.398974
671,6,Fiske og havbruk,all,4,5223,Butikkmedarbeidere,0.0461,3,3,0.449861
671,6,Fiske og havbruk,all,5,4110,Kontormedarbeidere,0.0432,5,5,0.670689
671,6,Fiske og havbruk,all,6,1120,Administrerende direktører,0.0372,4,5,0.371125
671,6,Fiske og havbruk,all,7,3119,Andre ingeniører,0.0298,3,3,0.505172
671,6,Fiske og havbruk,all,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0298,5,5,0.450311
671,6,Fiske og havbruk,all,9,5329,Andre pleiemedarbeidere,0.0283,3,2,0.278788
671,6,Fiske og havbruk,all,10,3115,Maskiningeniører,0.0253,3,3,0.537986
671,6,Fiske og havbruk,recent,1,6221,Havbruksarbeidere,0.6667,2,2,0.0
671,6,Fiske og havbruk,recent,2,1321,Ledere av industriproduksjon mv.,0.2353,4,4,0.0
671,6,Fiske og havbruk,recent,3,2131,"Biologer, botanikere, zoologer mv.",0.0392,4,4,0.255362
671,6,Fiske og havbruk,recent,4,3115,Maskiningeniører,0.0294,3,3,0.537986
671,6,Fiske og havbruk,recent,5,2132,Sivilagronomer mv.,0.0294,4,4,0.24989
671,6,Fiske og havbruk,recent,6,3257,Helse- og miljøkontrollører,0.0,3,3,0.640625
671,6,Fiske og havbruk,recent,7,1312,Ledere innen akvakultur mv.,0.0,3,4,0.230508
671,6,Fiske og havbruk,recent,8,3116,Kjemiingeniører,0.0,3,3,0.430472
671,6,Fiske og havbruk,recent,9,3119,Andre ingeniører,0.0,3,3,0.505172
671,6,Fiske og havbruk,recent,10,3152,Dekksoffiserer og loser,0.0,3,3,1.0
672,6,Jordbruk,all,1,3322,Selgere (engros),0.1179,5,5,0.398974
672,6,Jordbruk,all,2,6130,Plante- og husdyrprodusenter (kombinasjonsbruk),0.1107,2,2,0.0
672,6,Jordbruk,all,3,5223,Butikkmedarbeidere,0.1,3,3,0.449861
672,6,Jordbruk,all,4,3142,Agroteknikere,0.0821,4,4,0.777467
672,6,Jordbruk,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0714,5,5,0.450311
672,6,Jordbruk,all,6,2132,Sivilagronomer mv.,0.0464,4,4,0.24989
672,6,Jordbruk,all,7,6121,Melke- og husdyrprodusenter,0.0464,2,2,0.0
672,6,Jordbruk,all,8,1221,Salgs- og markedssjefer,0.0393,4,5,0.422801
672,6,Jordbruk,all,9,4321,Lagermedarbeidere og material-forvaltere,0.0321,3,3,0.585239
672,6,Jordbruk,all,10,4110,Kontormedarbeidere,0.0286,5,5,0.670689
672,6,Jordbruk,recent,1,6130,Plante- og husdyrprodusenter (kombinasjonsbruk),0.2812,2,2,0.0
672,6,Jordbruk,recent,2,3142,Agroteknikere,0.25,4,4,0.777467
672,6,Jordbruk,recent,3,5223,Butikkmedarbeidere,0.2188,3,3,0.449861
672,6,Jordbruk,recent,4,3322,Selgere (engros),0.125,5,5,0.398974
672,6,Jordbruk,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.125,5,5,0.450311
672,6,Jordbruk,recent,6,1221,Salgs- og markedssjefer,0.0,4,5,0.422801
672,6,Jordbruk,recent,7,2132,Sivilagronomer mv.,0.0,4,4,0.24989
672,6,Jordbruk,recent,8,7233,Anleggsmaskin- og industrimekanikere,0.0,2,2,0.596919
672,6,Jordbruk,recent,9,4323,Transportfunksjonærer,0.0,5,5,0.0
672,6,Jordbruk,recent,10,2421,Organisasjonsrådgivere mv.,0.0,4,5,0.423703
674,6,Skogbruk,all,1,3143,Skogteknikere,0.2355,3,2,0.631579
674,6,Skogbruk,all,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.2168,5,5,0.450311
674,6,Skogbruk,all,3,5223,Butikkmedarbeidere,0.0679,3,3,0.449861
674,6,Skogbruk,all,4,1120,Administrerende direktører,0.0448,4,5,0.371125
674,6,Skogbruk,all,5,1311,"Ledere i skogbruk, gartnerier mv.",0.039,3,4,0.230508
674,6,Skogbruk,all,6,6210,Skogbrukere,0.0231,2,1,0.0
674,6,Skogbruk,all,7,5311,Barnehage- og skolefritidsassistenter mv.,0.0231,2,3,0.572124
674,6,Skogbruk,all,8,3112,Bygningsingeniører,0.0217,4,4,0.301375
674,6,Skogbruk,all,9,3119,Andre ingeniører,0.0188,3,3,0.505172
674,6,Skogbruk,all,10,5321,Helsefagarbeidere,0.0188,1,2,0.1875
674,6,Skogbruk,recent,1,3143,Skogteknikere,0.4,3,2,0.631579
674,6,Skogbruk,recent,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.275,5,5,0.450311
674,6,Skogbruk,recent,3,5223,Butikkmedarbeidere,0.15,3,3,0.449861
674,6,Skogbruk,recent,4,1120,Administrerende direktører,0.1,4,5,0.371125
674,6,Skogbruk,recent,5,8160,Operatører innen næringsmiddelproduksjon,0.075,1,1,0.278481
674,6,Skogbruk,recent,6,1311,"Ledere i skogbruk, gartnerier mv.",0.0,3,4,0.230508
674,6,Skogbruk,recent,7,1219,Andre administrative ledere,0.0,4,4,0.47783
674,6,Skogbruk,recent,8,2142,Sivilingeniører (bygg og anlegg),0.0,4,4,0.0
674,6,Skogbruk,recent,9,2164,Arealplanleggere,0.0,4,4,1.0
674,6,Skogbruk,recent,10,3315,Takstmenn,0.0,5,4,0.467849
679,6,"Primærnæringsfag, andre",all,1,9112,Renholdere i virksomheter,0.0616,1,1,0.46875
679,6,"Primærnæringsfag, andre",all,2,5223,Butikkmedarbeidere,0.0509,3,3,0.449861
679,6,"Primærnæringsfag, andre",all,3,3240,Dyrepleiere,0.0465,2,2,0.152733
679,6,"Primærnæringsfag, andre",all,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0434,5,5,0.450311
679,6,"Primærnæringsfag, andre",all,5,8160,Operatører innen næringsmiddelproduksjon,0.0427,1,1,0.278481
679,6,"Primærnæringsfag, andre",all,6,5321,Helsefagarbeidere,0.0377,1,2,0.1875
679,6,"Primærnæringsfag, andre",all,7,5311,Barnehage- og skolefritidsassistenter mv.,0.0339,2,3,0.572124
679,6,"Primærnæringsfag, andre",all,8,6113,Gartnere,0.0314,2,2,0.777533
679,6,"Primærnæringsfag, andre",all,9,5329,Andre pleiemedarbeidere,0.0308,3,2,0.278788
679,6,"Primærnæringsfag, andre",all,10,7115,Tømrere og snekkere,0.0283,2,2,
679,6,"Primærnæringsfag, andre",recent,1,3240,Dyrepleiere,0.1654,2,2,0.152733
679,6,"Primærnæringsfag, andre",recent,2,9112,Renholdere i virksomheter,0.1102,1,1,0.46875
679,6,"Primærnæringsfag, andre",recent,3,5223,Butikkmedarbeidere,0.0866,3,3,0.449861
679,6,"Primærnæringsfag, andre",recent,4,2250,Veterinærer,0.0787,3,2,0.386598
679,6,"Primærnæringsfag, andre",recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0709,5,5,0.450311
679,6,"Primærnæringsfag, andre",recent,6,5311,Barnehage- og skolefritidsassistenter mv.,0.063,2,3,0.572124
679,6,"Primærnæringsfag, andre",recent,7,8160,Operatører innen næringsmiddelproduksjon,0.063,1,1,0.278481
679,6,"Primærnæringsfag, andre",recent,8,3322,Selgere (engros),0.0551,5,5,0.398974
679,6,"Primærnæringsfag, andre",recent,9,6113,Gartnere,0.0472,2,2,0.777533
