group_type,group,n_codes,n_total,n_employed,share_employed,exposure_w,share_E3,share_top5_v1,exposure2_w,share2_E3,share_top5_v2,handa_augmentation_w,handa_automation_w,mouchel_grounded_w
nus4,8521 | Fysiske fag,1,120,104,0.866667,0.570553,0.057692,0.701923,0.648454,0.413462,0.442308,0.701045,0.226840,0.575313
nus4,8522 | Kjemiske fag,6,386,359,0.930052,0.487241,0.016713,0.225627,0.513916,0.100279,0.108635,0.699628,0.254411,0.455951
nus4,8531 | Matematikk,2,116,102,0.879310,0.578522,0.215686,0.529412,0.642928,0.362745,0.362745,0.698640,0.267046,0.570411
nus4,8532 | Statistikk,1,3,3,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,"8539 | Matematikk og statistikk, andre",1,3,3,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,8541 | Informasjons- og datateknologi,3,177,153,0.864407,0.580942,0.169935,0.542484,0.637189,0.418301,0.444444,0.708105,0.264934,0.565319
nus4,"8549 | Informasjons- og datateknologi, andre",1,13,4,0.307692,0.754652,1.000000,1.000000,0.823038,1.000000,1.000000,0.772044,0.227956,0.730206
nus4,8551 | Elektro,6,551,512,0.929220,0.525443,0.119141,0.437500,0.540690,0.138672,0.154297,0.689046,0.258464,0.479705
nus4,8552 | Mekaniske fag,9,487,460,0.944559,0.488438,0.013043,0.297826,0.511391,0.050000,0.060870,0.666893,0.261640,0.453710
nus4,8561 | Geologi,2,45,42,0.933333,0.505282,0.000000,0.166667,0.559075,0.095238,0.095238,0.703607,0.278536,0.496016
nus4,8571 | Bygg og anlegg,2,125,125,1.000000,0.504430,0.024000,0.192000,0.521639,0.048000,0.048000,0.665767,0.275233,0.462802
nus4,8572 | Arkitektur,3,125,115,0.920000,0.509370,0.000000,0.182609,0.565763,0.078261,0.286957,0.664462,0.311625,0.501950
nus4,8584 | Gruvedrift og utvinning,1,47,47,1.000000,0.513891,0.000000,0.191489,0.559357,0.127660,0.191489,0.723706,0.260336,0.496266
nus4,"8599 | Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",10,12244,11216,0.916041,0.509367,0.054208,0.311876,0.543906,0.173680,0.217190,0.683714,0.270170,0.482558
nus4,8611 | Sykepleiefag,1,16,16,1.000000,0.463711,0.000000,0.000000,0.326651,0.000000,0.000000,0.633409,0.216591,0.289807
nus4,"8619 | Pleie- og omsorgsfag, andre",1,30,30,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,8621 | Sosialfag,1,54,54,1.000000,0.506203,0.000000,0.092593,0.534116,0.092593,0.092593,0.684515,0.315485,0.473872
nus4,8631 | Medisin,6,6404,5969,0.932074,0.464497,0.008391,0.132740,0.385929,0.079040,0.107904,0.605942,0.209490,0.342399
nus4,"8639 | Medisin, andre",2,64,60,0.937500,0.475011,0.000000,0.116667,0.420916,0.116667,0.116667,0.605979,0.234021,0.373440
nus4,8641 | Odontologi,2,138,113,0.818841,0.361503,0.000000,0.097345,0.367692,0.044248,0.044248,0.475209,0.199570,0.326219
nus4,8671 | Veterinær,4,349,318,0.911175,0.454918,0.000000,0.171429,0.442024,0.095238,0.104762,0.708482,0.254852,0.392168
nus4,8681 | Idrettsfag,2,186,173,0.930108,0.481023,0.000000,0.086705,0.485810,0.034682,0.034682,0.667481,0.289841,0.431015
nus4,"8699 | Helse-, sosial- og idrettsfag, andre",5,1948,1641,0.842402,0.431628,0.000000,0.100548,0.372534,0.057892,0.081048,0.610907,0.224524,0.330515
nus4,8711 | Fiske og havbruk,2,81,81,1.000000,0.510981,0.000000,0.296296,0.538959,0.111111,0.111111,0.702622,0.251082,0.478169
nus4,"8729 | Jordbruk, andre",1,5,5,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,"8799 | Primærnæringsfag, andre",5,591,518,0.876481,0.485420,0.011583,0.250965,0.529017,0.121622,0.181467,0.689796,0.273283,0.469349
nus4,8813 | Maritime navigasjonsfag,1,6,6,1.000000,0.565057,0.000000,0.500000,0.674274,0.500000,0.500000,0.744545,0.255455,0.598222
nus4,"8819 | Samferdsel, andre",1,25,22,0.880000,0.510621,0.000000,0.136364,0.545335,0.136364,0.136364,0.682615,0.317385,0.483825
nus4,"8829 | Sikkerhet, andre",2,51,48,0.941176,0.580695,0.166667,0.395833,0.628146,0.395833,0.395833,0.727788,0.272212,0.557296
nus4,"8899 | Samferdsels- og sikkerhetsfag og andre servicefag, andre",1,78,41,0.525641,0.313499,0.000000,0.146341,0.330590,0.073171,0.146341,0.547203,0.350968,0.293302
nus4,8999 | Uoppgitt utdanningsgruppe,3,5964,4957,0.831154,0.492021,0.027469,0.222379,0.516067,0.118634,0.154002,0.670517,0.286815,0.457858
nus4,9999 | Uoppgitt utdanningsgruppe,1,155581,93530,0.601166,0.249317,0.029687,0.115849,0.240603,0.076747,0.139887,0.551351,0.277976,0.213465
