field,level,n_employed,rank,styrk08,styrk08_name,share,exposure_norm,exposure2_norm,quintile_v1,quintile_v2
Lærerutdanninger og pedagogikk,Ph.d.,883,3,5311,Barnehage- og skolefritidsassistenter mv.,0.039638,0.145058,0.255320,2,3
Lærerutdanninger og pedagogikk,Ph.d.,883,4,9112,Renholdere i virksomheter,0.030578,0.028490,0.012042,1,1
Lærerutdanninger og pedagogikk,Ph.d.,883,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.024915,0.597785,0.766679,5,5
Lærerutdanninger og pedagogikk,Ph.d.,883,6,2342,Førskolelærere,0.023783,0.235974,0.105222,2,2
Lærerutdanninger og pedagogikk,Ph.d.,883,7,2330,Lektorer mv. (videregående skole),0.015855,0.341880,0.306723,3,3
Lærerutdanninger og pedagogikk,Ph.d.,883,8,5321,Helsefagarbeidere,0.014723,0.104302,0.093175,1,2
Lærerutdanninger og pedagogikk,Ph.d.,883,9,2632,"Rådgivere/forskere, samfunnsvitenskap",0.012458,0.505339,0.532566,4,4
Lærerutdanninger og pedagogikk,Ph.d.,883,10,5312,Skoleassistenter,0.010193,0.376068,0.071085,3,1
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,1,5311,Barnehage- og skolefritidsassistenter mv.,0.416435,0.145058,0.255320,2,3
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,2,5321,Helsefagarbeidere,0.214485,0.104302,0.093175,1,2
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,3,3412,Miljøarbeidere innen sosiale fagfelt,0.029248,0.402930,0.304279,3,3
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,4,5312,Skoleassistenter,0.026462,0.376068,0.071085,3,1
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,5,5329,Andre pleiemedarbeidere,0.025070,0.268401,0.152646,3,2
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,6,2424,Rådgivere innen kompetanseutvikling,0.023677,0.566802,0.763961,5,5
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,7,3258,Ambulansepersonell,0.023677,0.213675,0.053486,2,1
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,8,2342,Førskolelærere,0.022284,0.235974,0.105222,2,2
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,9,3259,Andre helseyrker,0.022284,0.333348,0.207036,3,3
Lærerutdanninger og pedagogikk,Påbygging/fagskole,718,10,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.020891,0.597785,0.766679,5,5
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,1,5311,Barnehage- og skolefritidsassistenter mv.,0.159259,0.145058,0.255320,2,3
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,2,9112,Renholdere i virksomheter,0.146296,0.028490,0.012042,1,1
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,3,5223,Butikkmedarbeidere,0.109259,0.351263,0.329793,3,3
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,4,5329,Andre pleiemedarbeidere,0.061111,0.268401,0.152646,3,2
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,5,5321,Helsefagarbeidere,0.059259,0.104302,0.093175,1,2
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,6,8160,Operatører innen næringsmiddelproduksjon,0.037037,0.095607,0.075530,1,1
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,7,5165,Kjøreskolelærere,0.035185,0.369231,0.332511,3,3
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,8,2342,Førskolelærere,0.029630,0.235974,0.105222,2,2
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,9,5312,Skoleassistenter,0.025926,0.376068,0.071085,3,1
Lærerutdanninger og pedagogikk,Videregående avsluttende,540,10,5120,Kokker,0.022222,0.198235,0.137410,2,2
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,1,5165,Kjøreskolelærere,0.383333,0.369231,0.332511,3,3
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,2,9112,Renholdere i virksomheter,0.158333,0.028490,0.012042,1,1
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,3,3119,Andre ingeniører,0.108333,0.365983,0.336583,3,3
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,4,1120,Administrerende direktører,0.083333,0.511564,0.585440,4,5
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,5,5311,Barnehage- og skolefritidsassistenter mv.,0.066667,0.145058,0.255320,2,3
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,6,5223,Butikkmedarbeidere,0.050000,0.351263,0.329793,3,3
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,7,1345,Ledere av utdanning og undervisning,0.041667,0.439593,0.437771,4,4
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.033333,0.597785,0.766679,5,5
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,9,8331,Bussjåfører og trikkeførere,0.025000,0.419580,0.167920,4,2
Lærerutdanninger og pedagogikk,Videregående grunnutdanning,120,10,2341,Grunnskolelærere,0.025000,0.337763,0.288960,3,3
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,1,2511,Systemanalytikere/-arkitekter,0.080291,0.633256,0.838163,5,5
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,2,3112,Bygningsingeniører,0.054936,0.420970,0.412831,4,4
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,3,2519,Andre programvare- og applikasjonsutviklere,0.052497,0.754652,0.823038,5,5
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,4,3119,Andre ingeniører,0.052283,0.365983,0.336583,3,3
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,5,2142,Sivilingeniører (bygg og anlegg),0.048765,0.494505,0.522526,4,4
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,6,3114,Elektronikkingeniører,0.039902,0.416062,0.376329,4,4
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,7,3511,"Driftsteknikere, IKT",0.037327,0.626781,0.745853,5,5
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.037211,0.597785,0.766679,5,5
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,9,5223,Butikkmedarbeidere,0.028056,0.351263,0.329793,3,3
"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,102901,10,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.025801,0.275666,0.378918,3,4
"Naturvitenskap, håndverk og teknikk",Barneskole,3,1,9112,Renholdere i virksomheter,1.000000,0.028490,0.012042,1,1
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,1,2142,Sivilingeniører (bygg og anlegg),0.086075,0.494505,0.522526,4,4
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,2,2511,Systemanalytikere/-arkitekter,0.070949,0.633256,0.838163,5,5
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.054880,0.597785,0.766679,5,5
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,4,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.050050,0.507647,0.506291,4,4
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,5,3119,Andre ingeniører,0.049796,0.365983,0.336583,3,3
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,6,2519,Andre programvare- og applikasjonsutviklere,0.046470,0.754652,0.823038,5,5
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,7,2161,Sivilarkitekter,0.042285,0.500894,0.666144,4,5
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,8,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.034383,0.275666,0.378918,3,4
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,9,2512,Programvareutviklere,0.024787,0.890688,0.836406,5,5
"Naturvitenskap, håndverk og teknikk",Master-nivå,94406,10,2310,Universitets- og høyskolelektorer/-lærere,0.024119,0.496858,0.510385,4,4
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,1,2310,Universitets- og høyskolelektorer/-lærere,0.243004,0.496858,0.510385,4,4
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,2,2149,Andre sivilingeniører (unntatt elektroteknologi),0.123089,0.537847,0.570997,5,4
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,3,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.058111,0.507647,0.506291,4,4
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.042679,0.597785,0.766679,5,5
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,5,2511,Systemanalytikere/-arkitekter,0.036993,0.633256,0.838163,5,5
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,6,2131,"Biologer, botanikere, zoologer mv.",0.034704,0.498391,0.485567,4,4
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,7,2114,Geologer og geofysikere,0.032046,0.495726,0.575925,4,4
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,8,2142,Sivilingeniører (bygg og anlegg),0.027468,0.494505,0.522526,4,4
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,9,3119,Andre ingeniører,0.027173,0.365983,0.336583,3,3
"Naturvitenskap, håndverk og teknikk",Ph.d.,13543,10,1223,Forsknings- og utviklingsledere,0.023185,0.508167,0.546620,4,4
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,1,7411,Elektrikere,0.071977,0.131457,0.178720,2,2
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,2,2142,Sivilingeniører (bygg og anlegg),0.064105,0.494505,0.522526,4,4
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,3,3112,Bygningsingeniører,0.050905,0.420970,0.412831,4,4
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,4,3119,Andre ingeniører,0.050257,0.365983,0.336583,3,3
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,5,8113,Operatører innen boring mv.,0.048913,0.024030,0.051461,1,1
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,6,1323,Ledere av bygge- og anleggsvirksomhet,0.038329,0.455840,0.336337,4,3
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,7,3114,Elektronikkingeniører,0.034513,0.416062,0.376329,4,4
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,8,3151,Skipsmaskinister,0.032665,0.176282,0.234589,2,3
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,9,3113,Elkraftingeniører,0.030624,0.403546,0.296299,3,3
"Naturvitenskap, håndverk og teknikk",Påbygging/fagskole,41666,10,3123,"Arbeidsleder, bygg og anlegg",0.030264,0.427350,0.317803,4,3
"Naturvitenskap, håndverk og teknikk",Ungdomsskole,24,1,5223,Butikkmedarbeidere,0.208333,0.351263,0.329793,3,3
"Naturvitenskap, håndverk og teknikk",Ungdomsskole,24,2,5120,Kokker,0.166667,0.198235,0.137410,2,2
"Naturvitenskap, håndverk og teknikk",Ungdomsskole,24,3,8160,Operatører innen næringsmiddelproduksjon,0.166667,0.095607,0.075530,1,1
"Naturvitenskap, håndverk og teknikk",Ungdomsskole,24,4,8331,Bussjåfører og trikkeførere,0.166667,0.419580,0.167920,4,2
"Naturvitenskap, håndverk og teknikk",Ungdomsskole,24,5,9112,Renholdere i virksomheter,0.166667,0.028490,0.012042,1,1
"Naturvitenskap, håndverk og teknikk",Ungdomsskole,24,6,7131,Malere og byggtapetserere,0.125000,0.043164,0.050331,1,1
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,1,7115,Tømrere og snekkere,0.068480,0.148148,0.122764,2,2
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,2,7411,Elektrikere,0.064818,0.131457,0.178720,2,2
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,3,7233,Anleggsmaskin- og industrimekanikere,0.042502,0.137286,0.104601,2,2
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,4,7231,Bilmekanikere,0.040733,0.087254,0.088494,1,1
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,5,7126,Rørleggere og VVS-montører,0.032910,0.063708,0.037939,1,1
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,6,8342,Anleggsmaskinførere,0.032668,0.013935,0.038779,1,1
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,7,5223,Butikkmedarbeidere,0.024285,0.351263,0.329793,3,3
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,8,5120,Kokker,0.023241,0.198235,0.137410,2,2
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,9,5153,Vaktmestre,0.022094,0.000000,0.024959,1,1
"Naturvitenskap, håndverk og teknikk",Videregående avsluttende,301797,10,8113,Operatører innen boring mv.,0.021727,0.024030,0.051461,1,1
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,1,5223,Butikkmedarbeidere,0.054531,0.351263,0.329793,3,3
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,2,3322,Selgere (engros),0.046107,0.552398,0.587087,5,5
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,3,8332,Lastebil- og trailersjåfører,0.044627,0.285996,0.275043,3,3
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,4,5153,Vaktmestre,0.041837,0.000000,0.024959,1,1
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,5,7115,Tømrere og snekkere,0.036316,0.148148,0.122764,2,2
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,6,4321,Lagermedarbeidere og material-forvaltere,0.035405,0.406720,0.258181,3,3
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,7,1120,Administrerende direktører,0.031250,0.511564,0.585440,4,5
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,8,1420,Varehandelssjefer,0.025956,0.493097,0.620845,4,5
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,9,8331,Bussjåfører og trikkeførere,0.023395,0.419580,0.167920,4,2
"Naturvitenskap, håndverk og teknikk",Videregående grunnutdanning,17568,10,7233,Anleggsmaskin- og industrimekanikere,0.023167,0.137286,0.104601,2,2
Primærnæringsfag,Bachelor-nivå,3238,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.079988,0.597785,0.766679,5,5
Primærnæringsfag,Bachelor-nivå,3238,2,6221,Havbruksarbeidere,0.075973,0.229420,0.171579,2,2
Primærnæringsfag,Bachelor-nivå,3238,3,5223,Butikkmedarbeidere,0.057752,0.351263,0.329793,3,3
Primærnæringsfag,Bachelor-nivå,3238,4,3143,Skogteknikere,0.051575,0.335306,0.154534,3,2
Primærnæringsfag,Bachelor-nivå,3238,5,3322,Selgere (engros),0.037369,0.552398,0.587087,5,5
Primærnæringsfag,Bachelor-nivå,3238,6,9112,Renholdere i virksomheter,0.033663,0.028490,0.012042,1,1
Primærnæringsfag,Bachelor-nivå,3238,7,5321,Helsefagarbeidere,0.027177,0.104302,0.093175,1,2
Primærnæringsfag,Bachelor-nivå,3238,8,8160,Operatører innen næringsmiddelproduksjon,0.026868,0.095607,0.075530,1,1
Primærnæringsfag,Bachelor-nivå,3238,9,5311,Barnehage- og skolefritidsassistenter mv.,0.026560,0.145058,0.255320,2,3
Primærnæringsfag,Bachelor-nivå,3238,10,1120,Administrerende direktører,0.025324,0.511564,0.585440,4,5
Primærnæringsfag,Master-nivå,3668,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.188386,0.597785,0.766679,5,5
Primærnæringsfag,Master-nivå,3668,2,1120,Administrerende direktører,0.046347,0.511564,0.585440,4,5
Primærnæringsfag,Master-nivå,3668,3,2330,Lektorer mv. (videregående skole),0.041712,0.341880,0.306723,3,3
Primærnæringsfag,Master-nivå,3668,4,2131,"Biologer, botanikere, zoologer mv.",0.038986,0.498391,0.485567,4,4
Primærnæringsfag,Master-nivå,3668,5,1219,Andre administrative ledere,0.036532,0.520145,0.530638,4,4
Primærnæringsfag,Master-nivå,3668,6,3143,Skogteknikere,0.026445,0.335306,0.154534,3,2
Primærnæringsfag,Master-nivå,3668,7,2413,Finansanalytikere,0.023446,0.518665,0.695875,4,5
Primærnæringsfag,Master-nivå,3668,8,3142,Agroteknikere,0.022901,0.420228,0.363510,4,4
Primærnæringsfag,Master-nivå,3668,9,3322,Selgere (engros),0.022356,0.552398,0.587087,5,5
Primærnæringsfag,Master-nivå,3668,10,1311,"Ledere i skogbruk, gartnerier mv.",0.020992,0.376766,0.348819,3,4
Primærnæringsfag,Ph.d.,604,1,2310,Universitets- og høyskolelektorer/-lærere,0.298013,0.496858,0.510385,4,4
Primærnæringsfag,Ph.d.,604,2,2149,Andre sivilingeniører (unntatt elektroteknologi),0.114238,0.537847,0.570997,5,4
Primærnæringsfag,Ph.d.,604,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.097682,0.597785,0.766679,5,5
Primærnæringsfag,Ph.d.,604,4,2131,"Biologer, botanikere, zoologer mv.",0.087748,0.498391,0.485567,4,4
Primærnæringsfag,Ph.d.,604,5,2132,Sivilagronomer mv.,0.084437,0.419538,0.492472,4,4
Primærnæringsfag,Ph.d.,604,6,1223,Forsknings- og utviklingsledere,0.056291,0.508167,0.546620,4,4
Primærnæringsfag,Ph.d.,604,7,1120,Administrerende direktører,0.023179,0.511564,0.585440,4,5
Primærnæringsfag,Ph.d.,604,8,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.019868,0.507647,0.506291,4,4
Primærnæringsfag,Ph.d.,604,9,2330,Lektorer mv. (videregående skole),0.016556,0.341880,0.306723,3,3
Primærnæringsfag,Ph.d.,604,10,2142,Sivilingeniører (bygg og anlegg),0.016556,0.494505,0.522526,4,4
Primærnæringsfag,Påbygging/fagskole,255,1,6221,Havbruksarbeidere,0.372549,0.229420,0.171579,2,2
Primærnæringsfag,Påbygging/fagskole,255,2,6113,Gartnere,0.223529,0.142058,0.112742,2,2
Primærnæringsfag,Påbygging/fagskole,255,3,3422,Trenere og idrettsdommere,0.039216,0.332479,0.224241,3,3
Primærnæringsfag,Påbygging/fagskole,255,4,3123,"Arbeidsleder, bygg og anlegg",0.031373,0.427350,0.317803,4,3
Primærnæringsfag,Påbygging/fagskole,255,5,1312,Ledere innen akvakultur mv.,0.027451,0.376766,0.348819,3,4
Primærnæringsfag,Påbygging/fagskole,255,6,3152,Dekksoffiserer og loser,0.027451,0.270396,0.257530,3,3
Primærnæringsfag,Påbygging/fagskole,255,7,8342,Anleggsmaskinførere,0.027451,0.013935,0.038779,1,1
Primærnæringsfag,Påbygging/fagskole,255,8,7115,Tømrere og snekkere,0.027451,0.148148,0.122764,2,2
Primærnæringsfag,Påbygging/fagskole,255,9,8160,Operatører innen næringsmiddelproduksjon,0.027451,0.095607,0.075530,1,1
Primærnæringsfag,Påbygging/fagskole,255,10,3322,Selgere (engros),0.023529,0.552398,0.587087,5,5
Primærnæringsfag,Ungdomsskole,5,1,9112,Renholdere i virksomheter,1.000000,0.028490,0.012042,1,1
Primærnæringsfag,Videregående avsluttende,15945,1,6221,Havbruksarbeidere,0.157981,0.229420,0.171579,2,2
Primærnæringsfag,Videregående avsluttende,15945,2,6113,Gartnere,0.064095,0.142058,0.112742,2,2
Primærnæringsfag,Videregående avsluttende,15945,3,5223,Butikkmedarbeidere,0.062716,0.351263,0.329793,3,3
Primærnæringsfag,Videregående avsluttende,15945,4,8342,Anleggsmaskinførere,0.032988,0.013935,0.038779,1,1
Primærnæringsfag,Videregående avsluttende,15945,5,6130,Plante- og husdyrprodusenter (kombinasjonsbruk),0.025212,0.152946,0.118633,2,2
Primærnæringsfag,Videregående avsluttende,15945,6,5329,Andre pleiemedarbeidere,0.024208,0.268401,0.152646,3,2
Primærnæringsfag,Videregående avsluttende,15945,7,5311,Barnehage- og skolefritidsassistenter mv.,0.024020,0.145058,0.255320,2,3
Primærnæringsfag,Videregående avsluttende,15945,8,9312,Hjelpearbeidere i anlegg,0.022264,0.008271,0.000000,1,1
Primærnæringsfag,Videregående avsluttende,15945,9,8332,Lastebil- og trailersjåfører,0.021511,0.285996,0.275043,3,3
Primærnæringsfag,Videregående avsluttende,15945,10,6121,Melke- og husdyrprodusenter,0.020759,0.229420,0.171579,2,2
Primærnæringsfag,Videregående grunnutdanning,3120,1,8332,Lastebil- og trailersjåfører,0.070192,0.285996,0.275043,3,3
Primærnæringsfag,Videregående grunnutdanning,3120,2,8342,Anleggsmaskinførere,0.051603,0.013935,0.038779,1,1
Primærnæringsfag,Videregående grunnutdanning,3120,3,5223,Butikkmedarbeidere,0.051282,0.351263,0.329793,3,3
Primærnæringsfag,Videregående grunnutdanning,3120,4,5153,Vaktmestre,0.048718,0.000000,0.024959,1,1
Primærnæringsfag,Videregående grunnutdanning,3120,5,6130,Plante- og husdyrprodusenter (kombinasjonsbruk),0.044231,0.152946,0.118633,2,2
Primærnæringsfag,Videregående grunnutdanning,3120,6,8331,Bussjåfører og trikkeførere,0.033974,0.419580,0.167920,4,2
Primærnæringsfag,Videregående grunnutdanning,3120,7,6113,Gartnere,0.033013,0.142058,0.112742,2,2
Primærnæringsfag,Videregående grunnutdanning,3120,8,6121,Melke- og husdyrprodusenter,0.032051,0.229420,0.171579,2,2
Primærnæringsfag,Videregående grunnutdanning,3120,9,5329,Andre pleiemedarbeidere,0.027885,0.268401,0.152646,3,2
Primærnæringsfag,Videregående grunnutdanning,3120,10,5311,Barnehage- og skolefritidsassistenter mv.,0.026923,0.145058,0.255320,2,3
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,1,3355,Politibetjenter mv.,0.352766,0.390046,0.429362,3,4
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,2,0110,Offiserer fra fenrik og høyere grad,0.077199,,,,
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,3,3152,Dekksoffiserer og loser,0.042207,0.270396,0.257530,3,3
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,4,5413,Fengselsbetjenter,0.036279,0.278960,0.147900,3,2
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.031130,0.597785,0.766679,5,5
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,6,0210,Befal med sersjant grad,0.019139,,,,
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,7,1120,Administrerende direktører,0.017310,0.511564,0.585440,4,5
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,8,3322,Selgere (engros),0.013956,0.552398,0.587087,5,5
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,9,4110,Kontormedarbeidere,0.013516,0.610279,0.665079,5,5
"Samferdsel, sikkerhet og service",Bachelor-nivå,29521,10,3119,Andre ingeniører,0.012872,0.365983,0.336583,3,3
"Samferdsel, sikkerhet og service",Master-nivå,4644,1,0110,Offiserer fra fenrik og høyere grad,0.142334,,,,
"Samferdsel, sikkerhet og service",Master-nivå,4644,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.079673,0.597785,0.766679,5,5
"Samferdsel, sikkerhet og service",Master-nivå,4644,3,1219,Andre administrative ledere,0.041344,0.520145,0.530638,4,4
"Samferdsel, sikkerhet og service",Master-nivå,4644,4,4110,Kontormedarbeidere,0.036176,0.610279,0.665079,5,5
"Samferdsel, sikkerhet og service",Master-nivå,4644,5,1120,Administrerende direktører,0.035745,0.511564,0.585440,4,5
"Samferdsel, sikkerhet og service",Master-nivå,4644,6,3119,Andre ingeniører,0.035530,0.365983,0.336583,3,3
"Samferdsel, sikkerhet og service",Master-nivå,4644,7,2511,Systemanalytikere/-arkitekter,0.034022,0.633256,0.838163,5,5
"Samferdsel, sikkerhet og service",Master-nivå,4644,8,3355,Politibetjenter mv.,0.032300,0.390046,0.429362,3,4
"Samferdsel, sikkerhet og service",Master-nivå,4644,9,2142,Sivilingeniører (bygg og anlegg),0.030577,0.494505,0.522526,4,4
"Samferdsel, sikkerhet og service",Master-nivå,4644,10,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.024117,0.507647,0.506291,4,4
"Samferdsel, sikkerhet og service",Ph.d.,117,1,2310,Universitets- og høyskolelektorer/-lærere,0.444444,0.496858,0.510385,4,4
"Samferdsel, sikkerhet og service",Ph.d.,117,2,2511,Systemanalytikere/-arkitekter,0.094017,0.633256,0.838163,5,5
"Samferdsel, sikkerhet og service",Ph.d.,117,3,9112,Renholdere i virksomheter,0.068376,0.028490,0.012042,1,1
"Samferdsel, sikkerhet og service",Ph.d.,117,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.051282,0.597785,0.766679,5,5
"Samferdsel, sikkerhet og service",Ph.d.,117,5,5311,Barnehage- og skolefritidsassistenter mv.,0.051282,0.145058,0.255320,2,3
"Samferdsel, sikkerhet og service",Ph.d.,117,6,2512,Programvareutviklere,0.034188,0.890688,0.836406,5,5
"Samferdsel, sikkerhet og service",Ph.d.,117,7,2519,Andre programvare- og applikasjonsutviklere,0.034188,0.754652,0.823038,5,5
"Samferdsel, sikkerhet og service",Ph.d.,117,8,8332,Lastebil- og trailersjåfører,0.034188,0.285996,0.275043,3,3
"Samferdsel, sikkerhet og service",Ph.d.,117,9,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.034188,0.507647,0.506291,4,4
"Samferdsel, sikkerhet og service",Ph.d.,117,10,3511,"Driftsteknikere, IKT",0.025641,0.626781,0.745853,5,5
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,1,3152,Dekksoffiserer og loser,0.268129,0.270396,0.257530,3,3
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,2,0210,Befal med sersjant grad,0.123833,,,,
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,3,8311,Lokomotiv og T-baneførere,0.090566,0.307470,0.113602,3,2
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,4,3351,Tollere,0.027285,0.483637,0.382370,4,4
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,5,5223,Butikkmedarbeidere,0.026131,0.351263,0.329793,3,3
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,6,3153,Flygere,0.025186,0.303030,0.235516,3,3
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.023927,0.597785,0.766679,5,5
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,8,8350,Dekks- og maskinmannskap (skip),0.016686,0.021822,0.044737,1,1
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,9,4321,Lagermedarbeidere og material-forvaltere,0.015112,0.406720,0.258181,3,3
"Samferdsel, sikkerhet og service",Påbygging/fagskole,9529,10,3119,Andre ingeniører,0.014272,0.365983,0.336583,3,3
"Samferdsel, sikkerhet og service",Ungdomsskole,18,1,1420,Varehandelssjefer,0.222222,0.493097,0.620845,4,5
"Samferdsel, sikkerhet og service",Ungdomsskole,18,2,5223,Butikkmedarbeidere,0.222222,0.351263,0.329793,3,3
"Samferdsel, sikkerhet og service",Ungdomsskole,18,3,9112,Renholdere i virksomheter,0.222222,0.028490,0.012042,1,1
"Samferdsel, sikkerhet og service",Ungdomsskole,18,4,5120,Kokker,0.166667,0.198235,0.137410,2,2
