code,parentCode,level,name
351399,3513,5,"Mikrobiologi og cellebiologi, uspesifisert, videregående, grunnutdanning"
3514,351,4,Miljø- og forurensningsstudier
351499,3514,5,"Miljø- og forurensningsstudier, uspesifiserte, videregående, grunnutdanning"
3515,351,4,Marin- og ferskvannsbiologi
351599,3515,5,"Marin- og ferskvannsbiologi, uspesifisert, videregående, grunnutdanning"
3519,351,4,"Biologiske fag, andre"
351999,3519,5,"Biologiske fag, andre, uspesifiserte, videregående, grunnutdanning"
352,35,3,Fysiske og kjemiske fag
3521,352,4,Fysiske fag
352199,3521,5,"Fysiske fag, uspesifiserte, videregående, grunnutdanning"
3522,352,4,Kjemiske fag
352201,3522,5,"Kjemilaboranter, toårig grunnkurs"
352202,3522,5,"Kjemiprosess, toårig grunnkurs"
352203,3522,5,"Kjemi- og prosessfag, grunnkurs"
352204,3522,5,"Kjemiprosess, Vg2"
352205,3522,5,"Laboratoriefag, Vg2"
352206,3522,5,"Kjemiprosess- og laboratoriefag, Vg2"
352207,3522,5,"Kjemiprosess- og laboratoriefag, Vg2, grunnkompetanse"
352299,3522,5,"Kjemiske fag, uspesifisert, videregående, grunnutdanning"
3529,352,4,"Fysiske og kjemiske fag, andre"
352999,3529,5,"Fysiske og kjemiske fag, andre, uspesifiserte, videregående, grunnutdanning"
353,35,3,Matematikk og statistikk
3531,353,4,Matematikk
353199,3531,5,"Matematikk, uspesifisert, videregående, grunnutdanning"
3532,353,4,Statistikk
353299,3532,5,"Statistikk, uspesifisert, videregående, grunnutdanning"
3539,353,4,"Matematikk og statistikk, andre"
353999,3539,5,"Matematikk og statistikk, andre, uspesifiserte, videregående, grunnutdanning"
354,35,3,Informasjons- og datateknologi
3541,354,4,Informasjons- og datateknologi
354101,3541,5,"IKT-servicefag, Vg2"
354102,3541,5,"EDB, toårig grunnkurs"
354103,3541,5,"Programmerere, videregående, grunnutdanning"
354104,3541,5,"IKT-servicefag, Vg2, grunnkompetanse"
354105,3541,5,"Informasjonsteknologi og medieproduksjon, Vg1"
354106,3541,5,"Informasjonsteknologi og medieproduksjon, Vg1, grunnkompetanse"
354107,3541,5,"Informasjonsteknologi, Vg2"
354108,3541,5,"Informasjonsteknologi, Vg2, grunnkompetanse"
354199,3541,5,"Informasjons- og datateknologi, uspesifisert, videregående, grunnutdanning"
3549,354,4,"Informasjons- og datateknologi, andre"
354999,3549,5,"Informasjons- og datateknologi, andre, uspesifiserte, videregående, grunnutdanning"
355,35,3,"Utdanninger i elektrofag, mekaniske fag og maskinfag"
3551,355,4,Elektro
355101,3551,5,"Automatisering, Vg2"
355102,3551,5,"Elektrofag, grunnkurs"
355103,3551,5,"Elektrofag, toårig grunnkurs"
355104,3551,5,"Elenergi, Vg2"
355105,3551,5,"Data og elektronikk, Vg2"
355106,3551,5,"Energifag med studiekompetanse, toårig grunnkurs"
355107,3551,5,"Flyfag, Vg2"
355108,3551,5,"Kjøleteknisk utdanning, videregående, grunnutdanning"
355109,3551,5,"Kulde- og varmepumpeteknikk, Vg2"
355110,3551,5,"Radio- og fjernsynsteknisk utdanning, videregående, grunnutdanning"
355111,3551,5,"Teleteknisk utdanning, videregående, grunnutdanning"
355112,3551,5,"Elektro og datateknologi, Vg1"
355113,3551,5,"Elektro og datateknologi, Vg1, grunnkompetanse"
355114,3551,5,"Data og elektronikk, Vg2, grunnkompetanse"
355115,3551,5,"Elenergi, Vg2, grunnkompetanse"
355116,3551,5,"Automatisering, Vg2, grunnkompetanse"
355117,3551,5,"Kulde-, varmepumpe- og ventilasjonsteknikk, Vg2"
355118,3551,5,"Kulde-, varmepumpe- og ventilasjonsteknikk, Vg2, grunnkompetanse"
355119,3551,5,"Dronefag, Vg2"
355199,3551,5,"Elektro, uspesifisert, videregående, grunnutdanning"
3552,355,4,Mekaniske fag
355201,3552,5,"Billakkerer, VK I"
355202,3552,5,"Bilmekanikere, videregående, grunnutdanning"
355203,3552,5,"Bokbinder, VK I"
355204,3552,5,"Elektromekaniske fag, VK I"
355205,3552,5,"Grafiske fag, toårig grunnkurs"
355206,3552,5,"Grafiske fag, videregående, grunnutdanning"
355207,3552,5,"Kjøretøy, Vg2"
355208,3552,5,"Maskin- og mekanikerfag, toårig grunnkurs"
355209,3552,5,"Maskinfag, VK I"
355210,3552,5,Maskinistaspirantutdanning
355211,3552,5,"Mekaniske fag, grunnkurs"
355212,3552,5,"Mekaniske prosessfag, VK I"
355213,3552,5,"Plate- og sveisefag, VK I"
355214,3552,5,"Reservedelsfaget for kjøretøy, VK I"
355215,3552,5,"Skipsbygging, VK I"
355216,3552,5,"Skipsteknisk drift, VK I"
355217,3552,5,"Plate-, sveise- og stålkonstruksjonsfag, videregående, grunnutdanning"
355218,3552,5,"Trykk, VK I"
355219,3552,5,"Arbeidsmaskiner, Vg2"
355220,3552,5,"Grafisk produksjon, VK I"
355221,3552,5,"Smed, Vg2 (gammel ordning)"
355222,3552,5,"Bilskade, lakk og karosseri, Vg2"
355223,3552,5,"Industriteknologi, Vg2"
355224,3552,5,"Maritim produksjonsteknikk, Vg2"
355225,3552,5,"Arbeidsmaskiner, Vg2, grunnkompetanse"
355226,3552,5,"Bilskade, lakk og karosseri, Vg2, grunnkompetanse"
355227,3552,5,"Kjøretøy, Vg2, grunnkompetanse"
355228,3552,5,"Industriteknologi, Vg2, grunnkompetanse"
355229,3552,5,"Smed, Vg2"
355230,3552,5,"Smed, Vg2, grunnkompetanse"
355299,3552,5,"Mekaniske fag, uspesifiserte, videregående, grunnutdanning"
3553,355,4,Finmekaniske fag
355301,3553,5,"Børsemaker, Vg2 (gammel ordning)"
355302,3553,5,"Finmekaniker, toårig grunnkurs"
355303,3553,5,"Ur- og instrumentmaker, Vg2"
355304,3553,5,"Urmaker, Vg2"
355305,3553,5,"Urmaker, Vg2, grunnkompetanse"
355306,3553,5,"Børsemaker, Vg2"
355307,3553,5,"Børsemaker, Vg2, grunnkompetanse"
355399,3553,5,"Finmekaniske fag, uspesifiserte, videregående, grunnutdanning"
3559,355,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag, andre"
355901,3559,5,"Teknologi- og industrifag, Vg1"
355902,3559,5,"Teknologi- og industrifag med studiespesialisering, Vg2"
355903,3559,5,"Teknologi- og industrifag, Vg1, grunnkompetanse"
355999,3559,5,"Utdanning i elektrofag, mekaniske fag og maskinfag, annen, uspesifisert, videregående, grunnutdanning"
356,35,3,Geofag
3561,356,4,Geologi
356199,3561,5,"Geologi, uspesifisert, videregående, grunnutdanning"
3569,356,4,"Geofag, andre"
356999,3569,5,"Geofag, andre, uspesifiserte, videregående grunnutdanning"
357,35,3,Bygg- og anleggsfag
3571,357,4,Bygg og anlegg
357101,3571,5,"Anleggsteknikk, Vg2"
357102,3571,5,"Betongfag, VK I"
357103,3571,5,"Byggfag, grunnkurs"
357104,3571,5,"Bygnings- og anleggsarbeid, toårig grunnkurs"
357105,3571,5,"Kart og oppmåling, VK I"
357106,3571,5,"Laftehusbygging, videregående, grunnutdanning"
357107,3571,5,"Maler og bygningstapetserer, videregående, grunnutdanning"
357108,3571,5,"Maler og byggtapetserer, VK I"
357109,3571,5,"Murer, VK I"
357110,3571,5,"Utdanning i murer- og jernbinderfaget og betong- og grunnarbeidsfaget, videregående, grunnutdanning"
357111,3571,5,"Overflateteknikk, Vg2"
357112,3571,5,"Rørfag, VK I"
357113,3571,5,"Rørleggerutdanning, videregående, grunnutdanning"
357114,3571,5,"Stillasbygger, VK I"
357115,3571,5,"Tekniske byggfag, grunnkurs"
357116,3571,5,"Tekniske byggfag, toårig grunnkurs"
357117,3571,5,"Teknisk tegning, videregående, grunnutdanning"
357118,3571,5,"Teknisk tegning, toårig grunnkurs"
357119,3571,5,"Teknisk tegning, VK I"
357120,3571,5,"Tømrerfag, videregående, grunnutdanning"
357121,3571,5,"Tømrer, VK I"
357122,3571,5,"Tømrerfag, toårig grunnkurs"
357123,3571,5,"Kobber- og blikkslagerfag, VK I"
357124,3571,5,"Tekniske byggfag, VK I"
357125,3571,5,"Bygg- og anleggsteknikk, Vg1"
357126,3571,5,"Byggteknikk, Vg2"
357127,3571,5,"Klima-, energi- og miljøteknikk, Vg2"
357128,3571,5,"Treteknikk, Vg2"
357129,3571,5,"Bygg- og anleggsteknikk med studiespesialisering, Vg2"
357130,3571,5,"Bygg- og anleggsteknikk, uspesifisert, Vg2"
357131,3571,5,"Bygg- og anleggsteknikk, Vg1, grunnkompetanse"
357132,3571,5,"Anleggsteknikk, Vg2, grunnkompetanse"
357133,3571,5,"Byggteknikk, Vg2, grunnkompetanse"
357134,3571,5,"Klima-, energi- og miljøteknikk, Vg2, grunnkompetanse"
357135,3571,5,"Overflateteknikk, Vg2, grunnkompetanse"
357136,3571,5,"Treteknikk, Vg2, grunnkompetanse"
357137,3571,5,"Betong og mur, Vg2"
357138,3571,5,"Betong og mur, Vg2, grunnkompetanse"
357139,3571,5,"Byggmontasje og stillasbygg, Vg2"
357140,3571,5,"Byggmontasje og stillasbygg, Vg2, grunnkompetanse"
357141,3571,5,"Rørlegger, Vg2"
357142,3571,5,"Rørlegger, Vg2, grunnkompetanse"
357143,3571,5,"Tømrer, Vg2"
357144,3571,5,"Tømrer, Vg2, grunnkompetanse"
357199,3571,5,"Bygg og anlegg, uspesifisert, videregående, grunnutdanning"
3572,357,4,Arkitektur
357201,3572,5,"Arkitektassistentutdanning, videregående, grunnutdanning"
357299,3572,5,"Arkitektur, uspesifisert, videregående, grunnutdanning"
3579,357,4,"Bygg- og anleggsfag, andre"
357901,3579,5,"Anleggsmaskinfører, VK I"
357902,3579,5,"Anleggsmaskinfører, videregående, grunnutdanning"
357999,3579,5,"Bygg- og anleggsfag, andre, uspesifiserte, videregående, grunnutdanning"
358,35,3,Fabrikasjon og utvinning
3581,358,4,Næringsmiddelproduksjon
358101,3581,5,"Baker- og konditorfag, VK I"
358102,3581,5,"Fiskeindustrifag, toårig grunnkurs"
358103,3581,5,"Fiskeindustrifag, VK I"
358104,3581,5,"Hotell- og næringsmiddelfag, grunnkurs"
358105,3581,5,"Industriell næringsmiddelproduksjon, VK I"
358106,3581,5,"Kokker, toårig grunnkurs"
358107,3581,5,"Utdanning i kokkfaget, videregående, grunnutdanning"
358108,3581,5,"Kokkfag, VK I"
358109,3581,5,"Kjøttfag, VK I"
358110,3581,5,"Utdanning i meieriindustrien, videregående, grunnutdanning"
358111,3581,5,"Utdanning i fiskeforedling, videregående, grunnutdanning"
358112,3581,5,"Hotell- og næringsmiddelfag, VK I"
358113,3581,5,"Restaurant- og matfag, Vg1"
358114,3581,5,"Kokk- og servitørfag, Vg2"
358115,3581,5,"Matfag, Vg2"
358116,3581,5,"Restaurant- og matfag med studiespesialisering, Vg2"
358117,3581,5,"Restaurant- og matfag, Vg1, grunnkompetanse"
358118,3581,5,"Kokk- og servitørfag, Vg2, grunnkompetanse"
358119,3581,5,"Matfag, Vg2, grunnkompetanse"
358120,3581,5,"Baker og konditor, Vg2"
358121,3581,5,"Baker og konditor, Vg2, grunnkompetanse"
358122,3581,5,"Matproduksjon, Vg2"
358123,3581,5,"Matproduksjon, Vg2, grunnkompetanse"
358199,3581,5,"Næringsmiddelproduksjon, uspesifisert, videregående, grunnutdanning"
3582,358,4,Tekstil- og skinnproduksjon
358201,3582,5,"Utdanning i skotøyarbeid, videregående, grunnutdanning"
358202,3582,5,"Industritekstil og design, Vg2"
358299,3582,5,"Tekstil- og skinnproduksjon, uspesifisert, videregående, grunnutdanning"
3583,358,4,"Produksjon av tre, papir, plast og glass"
358301,3583,5,"Musikkinstrumentmaker, videregående, grunnutdanning"
358302,3583,5,"Møbeltapetserer, videregående, grunnutdanning"
358303,3583,5,"Møbeltapetserfag, VK I"
358304,3583,5,"Pianostemming og pianoteknikk, Vg2"
358305,3583,5,"Plastfag, VK I"
358306,3583,5,"Snekker- og trearbeidsfag, videregående, grunnutdanning"
358307,3583,5,"Snekkerfag, VK I"
358308,3583,5,"Snekkere, toårig grunnkurs"
358309,3583,5,"Trearbeidsfag, grunnkurs"
358310,3583,5,"Trebåtbyggerfag, VK I"
358311,3583,5,"Trelastfag, VK I"
358312,3583,5,"Treskjærerfag, VK I"
358313,3583,5,"Båtbyggerfag, Vg2"
358314,3583,5,"Industriell møbelproduksjon, Vg2"
358315,3583,5,"Design og trearbeid, Vg2"
358316,3583,5,"Design og trearbeid, Vg2, grunnkompetanse"
358317,3583,5,"Plast og kompositt, Vg2"
358318,3583,5,"Båtbygger, Vg2"
358319,3583,5,"Båtbygger, Vg2, grunnkompetanse"
358320,3583,5,"Trearbeid, Vg2"
358321,3583,5,"Trearbeid, Vg2, grunnkompetanse"
358399,3583,5,"Produksjon av tre, papir, plast og glass, uspesifisert, videregående, grunnutdanning"
3584,358,4,Gruvedrift og utvinning
358401,3584,5,"Brønnteknikk, Vg2"
358402,3584,5,"Oljeproduksjonsteknikk, videregående, grunnutdanning"
358403,3584,5,"Steinfag, VK I"
358499,3584,5,"Gruvedrift og utvinning, uspesifisert, videregående, grunnutdanning"
3589,358,4,"Fabrikasjon og utvinning, andre"
358999,3589,5,"Fabrikasjon og utvinning, andre, uspesifiserte, videregående, grunnutdanning"
359,35,3,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre"
3599,359,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre"
359901,3599,5,"Blikkenslagerarbeid og annet tynnplatearbeid, videregående, grunnutdanning"
359902,3599,5,Dykkerkurs
359903,3599,5,"Industri- og produksjonsarbeid, videregående, grunnutdanning"
359904,3599,5,Lærlingskole
359905,3599,5,"Vaktmesterfag, videregående, grunnutdanning"
359999,3599,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre, uspesifiserte, videregående, grunnutdanning"
36,3,2,"Helse-, sosial- og idrettsfag"
361,36,3,Pleie- og omsorgsfag
3611,361,4,Sykepleiefag
361101,3611,5,"Barsel- og barnepleier, videregående, grunnutdanning"
361199,3611,5,"Sykepleiefag, uspesifiserte, videregående, grunnutdanning"
3612,361,4,Hjelpepleiefag
361201,3612,5,Hjelpepleierskole
361202,3612,5,Hjelpepleierutdanning
361203,3612,5,"Hjelpepleier, VK I"
361299,3612,5,"Hjelpepleiefag, uspesifiserte, videregående, grunnutdanning"
3613,361,4,Vernepleiefag
361301,3613,5,Hjelpepleiere i vernepleie
361399,3613,5,"Vernepleiefag, uspesifiserte, videregående, grunnutdanning"
3619,361,4,"Pleie- og omsorgsfag, andre"
361901,3619,5,"Hjemmehjelputdanning, videregående, grunnutdanning"
361902,3619,5,"Omsorgsfag, VK I"
361903,3619,5,"Helsearbeiderfag, Vg2"
361904,3619,5,"Helsearbeiderfag, Vg2, grunnkompetanse"
361999,3619,5,"Pleie- og omsorgsfag, andre, uspesifiserte, videregående, grunnutdanning"
362,36,3,Sosialfag
3621,362,4,Sosialfag
362101,3621,5,"Barne- og ungdomsarbeiderfag, Vg2"
362102,3621,5,"Småbarnsvirksomhet, videregående, grunnutdanning"
362103,3621,5,"Barne- og ungdomsarbeiderfag, Vg2, grunnkompetanse"
362199,3621,5,"Sosialfag, uspesifiserte, videregående, grunnutdanning"
3629,362,4,"Sosialfag, andre"
362999,3629,5,"Sosialfag, andre, uspesifiserte, videregående, grunnutdanning"
363,36,3,Medisin
3631,363,4,Medisin
363199,3631,5,"Medisin, uspesifisert, videregående, grunnutdanning"
3639,363,4,"Medisin, andre"
363999,3639,5,"Medisin, andre, uspesifiserte, videregående, grunnutdanning"
364,36,3,Tannhelsefag
3641,364,4,Odontologi
364199,3641,5,"Odontologi, uspesifisert, videregående, grunnutdanning"
3642,364,4,Tannpleiefag
364201,3642,5,"Tannlegeassistentutdanning, videregående, grunnutdanning"
364202,3642,5,"Tannlegeassistenter, toårig grunnkurs"
364299,3642,5,"Tannpleiefag, uspesifiserte, videregående, grunnutdanning"
3643,364,4,Tannteknikk
364301,3643,5,"Tannteknikerfaget, VK I"
364399,3643,5,"Tannteknikk, uspesifisert, videregående, grunnutdanning"
3649,364,4,"Tannhelsefag, andre"
364999,3649,5,"Tannhelsefag, andre, uspesifiserte, videregående, grunnutdanning"
365,36,3,Terapeutiske fag
3651,365,4,Ergoterapi
365199,3651,5,"Ergoterapi, uspesifisert, videregående, grunnutdanning"
3652,365,4,Fysioterapi
365299,3652,5,"Fysioterapi, uspesifisert, videregående, grunnutdanning"
3653,365,4,Kiropraktor
365399,3653,5,"Kiropraktor, uspesifisert, videregående, grunnutdanning"
3659,365,4,"Terapeutiske fag, andre"
365901,3659,5,"Aktivitør, Vg2 (gammel ordning)"
365902,3659,5,"Psykodrama, videregående, grunnutdanning"
365903,3659,5,"Fotterapeut, VK I"
365904,3659,5,"Fotterapi og ortopediteknikk, Vg2"
365905,3659,5,"Aktivitør, Vg2, grunnkompetanse (gammel ordning)"
365906,3659,5,"Aktivitør, Vg2"
365907,3659,5,"Aktivitør, Vg2, grunnkompetanse"
365908,3659,5,"Fotterapi og ortopediteknikk, Vg2, grunnkompetanse"
365999,3659,5,"Terapeutiske fag, andre, uspesifiserte, videregående, grunnutdanning"
366,36,3,Apotekfag
3661,366,4,Farmasi
366199,3661,5,"Farmasi, uspesifisert, videregående, grunnutdanning"
3662,366,4,Reseptarfag
366299,3662,5,"Reseptarfag, uspesifiserte, videregående, grunnutdanning"
3663,366,4,Apotekteknikk
366301,3663,5,"Apotekfag, videregående, grunnutdanning"
366399,3663,5,"Apotekteknikk, uspesifisert, videregående, grunnutdanning"
3669,366,4,"Apotekfag, andre"
366999,3669,5,"Apotekfag, andre, uspesifiserte, videregående, grunnutdanning"
367,36,3,Veterinærfag
3671,367,4,Veterinær
367199,3671,5,"Veterinær, uspesifisert, videregående, grunnutdanning"
3672,367,4,Dyrepleie
367299,3672,5,"Dyrepleie, uspesifisert, videregående, grunnutdanning"
3679,367,4,"Veterinærfag, andre"
367999,3679,5,"Veterinærfag, andre, uspesifiserte, videregående, grunnutdanning"
368,36,3,Idrettsfag
3681,368,4,Idrettsfag
368101,3681,5,"Idrettsfag, grunnkurs"
368102,3681,5,"Idrettsfag, toårig grunnkurs"
368103,3681,5,"Idrettsfag, Vg2"
368104,3681,5,"Idrettsfag, Vg1"
368105,3681,5,"Idrettsfag, Vg1, grunnkompetanse"
368106,3681,5,"Idrettsfag, Vg2, grunnkompetanse"
368199,3681,5,"Idrettsfag, uspesifiserte, videregående, grunnutdanning"
3689,368,4,"Idrettsfag, andre"
368901,3689,5,"Aktivitetslederutdanning, videregående, grunnutdanning"
368999,3689,5,"Idrettsfag, andre, uspesifiserte, videregående, grunnutdanning"
369,36,3,"Helse-, sosial- og idrettsfag, andre"
3699,369,4,"Helse-, sosial- og idrettsfag, andre"
369901,3699,5,"Ambulansefag, Vg2"
369902,3699,5,"Helse- og sosialfag, grunnkurs"
369903,3699,5,"Miljø og vedlikehold, VK I"
369904,3699,5,"Sosial-, helse- og miljøfag, toårig grunnkurs"
369905,3699,5,"Helseservicefag, Vg2"
369906,3699,5,"Legesekretærutdanning, videregående, grunnutdanning"
369907,3699,5,"Sykehussekretærutdanning, videregående, grunnutdanning"
369908,3699,5,"Helseservicefag, uspesifiserte, videregående, grunnutdanning"
369909,3699,5,"Husstell, videregående, grunnutdanning"
369910,3699,5,"Husstell, toårig grunnkurs"
369911,3699,5,Husmorskoleutdanning
369912,3699,5,"Helse- og sosialfag, VK I"
369913,3699,5,"Helse- og oppvekstfag, Vg1"
369914,3699,5,"Helse- og oppvekstfag, Vg1, grunnkompetanse"
369915,3699,5,"Helseservicefag, Vg2, grunnkompetanse"
369999,3699,5,"Helse-, sosial- og idrettsfag, andre, uspesifiserte, videregående, grunnutdanning"
37,3,2,Primærnæringsfag
371,37,3,Fiske og havbruk
3711,371,4,Fiske og havbruk
371101,3711,5,"Fiske og fangst, Vg2"
371102,3711,5,"Fiske og fangst, toårig grunnkurs"
371103,3711,5,"Fiske og fangst, Vg2, grunnkompetanse"
371199,3711,5,"Fiske og havbruk, uspesifisert, videregående, grunnutdanning"
3719,371,4,"Fiske og havbruk, andre"
371901,3719,5,"Akvakultur, Vg2"
371902,3719,5,Fiskeskipperutdanning
371999,3719,5,"Fiske og havbruk, andre, uspesifiserte, videregående, grunnutdanning"
372,37,3,Jordbruk
3721,372,4,Jordbruk
372199,3721,5,"Jordbruk, uspesifisert, videregående, grunnutdanning"
3729,372,4,"Jordbruk, andre"
372999,3729,5,"Jordbruk, andre, uspesifiserte, videregående, grunnutdanning"
