nus_kode,nus_kode_forelder,nus_niva,nus_aktiv,nus_navn_nb,nus_kortnavn_nb,nus_navn_en,isced2013_kode,isced2013_navn
657107,6571,5,True,"Bachelor, ingeniørfag, bygg, treårig",Byggingeniør,"Bachelor degree, engineering, building, three-year",0732,Building and civil engineering
657109,6571,5,True,"Bachelor, landmåling og eiendomsdesign, treårig",Landmåling og eiendomsdesign,"Bachelor degree, land measuring and real estate design, three-year",0731,Architecture and town planning
657110,6571,5,True,"Bachelor, utøvende tradisjonelt bygghåndverk, treårig",Tradisjonelt bygghåndverk,"Bachelor degree, practicing traditionally building craft, three-year",0732,Building and civil engineering
657111,6571,5,True,"Bachelor, bærekraftige byggeprosesser, treårig",Bærekraftige byggeprosesser,"Bachelor degree, sustainable building production, three-year",0732,Building and civil engineering
615902,6159,5,True,"Bachelor, kunstfag, med fordypning drama, treårig",,"Bachelor degree, arts, with specialization in drama, three-year",0215,Music and performing arts
615999,6159,5,True,"Musikk, dans og drama, andre, uspesifiserte, lavere nivå","Musikk, dans og drama","Music, dance and drama, other, unspecified, undergraduate level",0215,Music and performing arts
616,61,3,True,Bildende kunst og kunsthåndverk,,Visual art and crafts,,
6161,616,4,True,"Husflid, brukskunst og industridesign",,"Domestic crafts, applied art and industrial design",,
6579,657,4,True,"Bygg- og anleggsfag, andre",,"Building and construction, other",,
657902,6579,5,True,"Videreutdanning, bygg- og anleggsfag, andre",Bygg og anlegg (videreutdanning),"Continuing education, building and construction, other",0732,Building and civil engineering
657903,6579,5,True,"Bachelor, teknisk bygningsvern og restaurering, treårig",Teknisk bygningsvern og restaurering,"Bachelor degree, technical building protection and restoration, three-year",0732,Building and civil engineering
616108,6161,5,True,"Diplomstudium, industridesign, fireårig",Industridesign,"Diploma course, industrial design, four-year",0212,"Fashion, interior and industrial design"
657905,6579,5,True,"Bachelor,  ledelse av tekniske og bærekraftige bygningsinstallasjoner",,"Bachelor degree,management of technical and sustainable building installations",0732,Building and civil engineering
657999,6579,5,True,"Bygg- og anleggsfag, andre, uspesifiserte, lavere nivå",Bygg og anlegg,"Building and construction, other, unspecified, undergraduate level",0732,Building and civil engineering
658,65,3,True,Fabrikasjon og utvinning,,Manufacturing and extraction,,
616110,6161,5,True,"Bachelor, duodji, treårig",Duodji,"Bachelor degree, duodji, three-year",0214,Handicrafts
658102,6581,5,True,"Høgskolekandidat, næringsmiddelkvalitet og -analyse, toårig",Næringsmiddelkvalitet og -analyse,"College degree, food quality and analysis, two-year",0721,Food processing
616202,6162,5,True,"Diplomstudium, metall, fireårig","Kunst, metall","Diploma course, metals, four-year",0715,Mechanics and metal trades
616299,6162,5,True,"Tre-, metall- og glasshåndverk, uspesifisert, lavere nivå",,"Wood, metal and glass crafts, unspecified, undergraduate level",0214,Handicrafts
658104,6581,5,True,"Næringsmiddelfag for fiskerisektoren, lavere nivå",,"Food processing trades for the fisheries sector, undergraduate level",0721,Food processing
658105,6581,5,True,"Næringsmiddelteknisk utdanning, lavere nivå",Næringsmiddelteknisk utdanning,"Food technology programme, undergraduate level",0721,Food processing
658106,6581,5,True,"Bachelor, næringsmiddelteknologi, treårig",Næringsmiddelteknologi,"Bachelor degree, food processing technology, three-year",0721,Food processing
658107,6581,5,True,"Bachelor, matvitenskap, treårig",Matvitenskap,"Bachelor degree, food science, three-year",0721,Food processing
658199,6581,5,True,"Næringsmiddelproduksjon, uspesifisert, lavere nivå",Næringsmiddelproduksjon,"Food processing, unspecified, undergraduate level",0721,Food processing
6582,658,4,True,Tekstil- og skinnproduksjon,,Textile and leather production,,
658299,6582,5,True,"Tekstil- og skinnproduksjon, uspesifisert, lavere nivå",Tekstil- og skinnproduksjon,"Textile and leather production, unspecified, undergraduate level",0723,"Textiles (clothes, footwear and leather)"
6583,658,4,True,"Produksjon av tre, papir, plast og glass",,"Production of wood, paper, plastic and glass",,
616301,6163,5,True,"Film, fjernsyn, video, lavere nivå",Film- og TV-fag,"Film, television, video, undergraduate level",0211,Audio-visual techniques and media production
6584,658,4,True,Gruvedrift og utvinning,,Mining and extraction,,
616305,6163,5,True,"Intermedia, fireårig",,"Intermedia, four-year",0211,Audio-visual techniques and media production
616306,6163,5,True,"Bachelor, animasjonsutdanning, treårig",Animasjonsfilmutdanning,"Bachelor degree, animation, three-year",0211,Audio-visual techniques and media production
616307,6163,5,True,"Bachelor, fotojournalistikk, treårig",Fotojournalistikk,"Bachelor degree, photo journalism, three-year",0211,Audio-visual techniques and media production
658999,6589,5,True,"Fabrikasjon og utvinning, andre, uspesifiserte, lavere nivå",Fabrikasjon og utvinning,"Manufacturing and extraction, other, unspecified, undergraduate level",0724,Mining and extraction
659,65,3,True,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",,"Natural sciences, vocational and technical subjects, other",,
6599,659,4,True,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",,"Natural sciences, vocational and technical subjects, other",,
659901,6599,5,True,"Biologi og kjemi, lavere nivå",Biologi og kjemi,"Biology and chemistry, undergraduate level",0511,Biology
659903,6599,5,True,"Forberedende prøver, realfag",Forberedende prøver,"Preliminary examinations, science subjects",0599,"Natural sciences, mathematics and statistics not elsewhere classified"
616399,6163,5,True,"Fotofag, uspesifiserte, lavere nivå",Foto,"Photography, unspecified, undergraduate level",0211,Audio-visual techniques and media production
6164,616,4,True,"Tegne-, grafikk-, maler- og skulptørutdanninger",,"Drawing, graphic arts, painting and sculpture",,
616401,6164,5,True,"Skulptur, fireårig",,"Sculpture, four-year",0213,Fine arts
616402,6164,5,True,"Diplomstudium, illustrasjon, fireårig",,"Diploma course, illustration, four-year",0213,Fine arts
616403,6164,5,True,"Diplomstudium, anvendt farge, fireårig","Kunst, farge","Diploma course, applied colour, four-year",0213,Fine arts
616404,6164,5,True,"Diplomstudium, grafisk design, fireårig",Grafisk design og illustrasjon,"Diploma course, graphic design, four-year",0211,Audio-visual techniques and media production
616406,6164,5,True,"Grafikk, fireårig",Grafikk,"Graphic arts, four-year",0211,Audio-visual techniques and media production
659913,6599,5,True,"Naturfag, lavere nivå",Naturfag,"Natural sciences, undergraduate level",0599,"Natural sciences, mathematics and statistics not elsewhere classified"
659914,6599,5,True,"Påbyggingsstudium for ingeniører med to års utdanning, ettårig",,"Supplementary studies for engineers with a two-year degree, one-year",0719,Engineering and engineering trades not elsewhere classified
659915,6599,5,True,"Realfag, lavere nivå",Realfag,"Science subjects, undergraduate level",0599,"Natural sciences, mathematics and statistics not elsewhere classified"
659916,6599,5,True,"Videreutdanning for ingeniører, uoppgitt faggruppe",Ingeniører (videreutdanning),"Supplementary education for engineers, unspecified subject group",0719,Engineering and engineering trades not elsewhere classified
616410,6164,5,True,"Maleri, fireårig",Billedkunst,"Painting, four-year",0213,Fine arts
659919,6599,5,True,"Videreutdanning for ingeniører, teknologi og industriell utvikling",Teknologi og industriell utvikling (videreutdanning),"Supplementary education for engineers, technology and industrial development",0719,Engineering and engineering trades not elsewhere classified
659920,6599,5,True,"Videreutdanning, naturvitenskapelige fag",Naturvitenskapelige fag (videreutdanning),"Supplementary education, natural sciences",0599,"Natural sciences, mathematics and statistics not elsewhere classified"
616504,6165,5,True,"Bachelor, eksponeringsdesign, treårig",Eksponeringsdesign,"Bachelor degree, commercial interior and visual merchandising, three-year",0212,"Fashion, interior and industrial design"
616505,6165,5,True,"Bachelor, interiør, treårig",,"Bachelor degree, interior design, three-year",0212,"Fashion, interior and industrial design"
659924,6599,5,True,"Bachelor, ingeniørfag, uspesifisert linje, treårig",Ingeniørfag,"Bachelor degree, engineering, unspecified major, three-year",0719,Engineering and engineering trades not elsewhere classified
659926,6599,5,True,"Bachelor, informasjonsteknologi og økonomi, treårig",Informasjonsteknologi og økonomi,"Bachelor degree, information technology and economy, three-year",0613,Software and applications development and analysis
6166,616,4,True,Konfeksjons- og tekstilkunstutdanninger,,Clothing and textile design,,
616601,6166,5,True,"Diplomstudium, klær og kostymer, fireårig",Kles- og kostymedesign,"Diploma course, clothing and costumes, four-year",0212,"Fashion, interior and industrial design"
659932,6599,5,True,"Bachelor, naturvitenskapelige fag, håndverksfag og tekniske fag, treårig",Bachelorgrad,"Bachelor degree, natural sciences, vocational and technical subjects, three-year",0588,"Inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics"
616604,6166,5,True,"Høgskolekandidat, formgiving/veving av tekstiler, toårig",,"College degree, designing and weaving of textiles, two-year",0723,"Textiles (clothes, footwear and leather)"
616607,6166,5,True,"Bachelor, klær og kostymer, treårig",Kles- og kostymedesign,"Bachelor degree, clothing and costumes, three-year",0212,"Fashion, interior and industrial design"
661105,6611,5,True,"Sykepleievitenskap, lavere nivå",Sykepleievitenskap,"Nursing science, undergraduate level",0913,Nursing and midwifery
6169,616,4,True,"Bildende kunst og kunsthåndverk, andre",,"Visual art and crafts, other",,
661108,6611,5,True,"Videreutdanning i sykepleie, anestesi",Anestesisykepleie (videreutdanning),"Supplementary education in nursing, anaesthesia",0913,Nursing and midwifery
616902,6169,5,True,"Bachelor, estetiske fag, kunst og design, treårig",Kunst og design,"Bachelor degree, arts, art and design, three-year",0213,Fine arts
661109,6611,5,False,"Videreutdanning i sykepleie, barnesykepleie",Barnesykepleie for sykepleiere (videreutdanning),"Supplementary education in nursing, paediatric nursing",0913,Nursing and midwifery
661110,6611,5,True,"Videreutdanning i sykepleie, eldreomsorg",Eldreomsorg for sykepleiere (videreutdanning),"Supplementary education in nursing, geriatric care",0913,Nursing and midwifery
661111,6611,5,True,"Videreutdanning i sykepleie, intensivsykepleie",Intensivsykepleie (videreutdanning),"Supplementary education in nursing, intensive care nursing",0913,Nursing and midwifery
661112,6611,5,True,"Videreutdanning i sykepleie, katastrofesykepleie","Sykepleie, katastrofesykepleie (videreutdanning)","Supplementary education in nursing, disaster nursing",0913,Nursing and midwifery
661113,6611,5,True,"Videreutdanning i sykepleie, langtidssykepleie med vekt på rehabilitering","Sykepleie, rehabilitering (videreutdanning)","Supplementary education in nursing, long-term nursing emphasizing rehabilitation",0913,Nursing and midwifery
661114,6611,5,True,"Videreutdanning i sykepleie, onkologisk sykepleie (kreftsykepleie)",Kreftsykepleie (videreutdanning),"Supplementary education in nursing, oncological nursing (care of cancer patients)",0913,Nursing and midwifery
661115,6611,5,True,"Videreutdanning i sykepleie, operasjon",Operasjonssykepleie (videreutdanning),"Supplementary education in nursing, surgery",0913,Nursing and midwifery
661116,6611,5,True,"Videreutdanning i sykepleie, uspesifisert",Sykepleie (videreutdanning),"Supplementary education in nursing, unspecified",0913,Nursing and midwifery
661117,6611,5,True,"Videreutdanning i sykepleie, psykiatrisk sykepleie",Psykiatrisk sykepleie (videreutdanning),"Supplementary education in nursing, psychiatric nursing",0913,Nursing and midwifery
661118,6611,5,True,Videreutdanning for jordmødre,Jordmødre (videreutdanning),Supplementary education for midwives,0913,Nursing and midwifery
